PdfType: error
Format: lhagrid1
---
 0.1015630E-05  0.1240500E-05  0.1515140E-05  0.1850600E-05  0.2260330E-05  0.2760770E-05  0.3372020E-05  0.4118590E-05  0.5030460E-05  0.6144210E-05  0.7504560E-05  0.9166090E-05  0.1119550E-04  0.1367420E-04  0.1670170E-04  0.2039950E-04  0.2491600E-04  0.3043250E-04  0.3717030E-04  0.4539990E-04  0.5545160E-04  0.6772870E-04  0.8272410E-04  0.1010390E-03  0.1234100E-03  0.1507330E-03  0.1841060E-03  0.2248670E-03  0.2746540E-03  0.3354630E-03  0.4097350E-03  0.5004510E-03  0.6112530E-03  0.7465860E-03  0.9118820E-03  0.1113780E-02  0.1360370E-02  0.1661560E-02  0.2029430E-02  0.2478750E-02  0.3027550E-02  0.3697860E-02  0.4516580E-02  0.5516560E-02  0.6737950E-02  0.8229750E-02  0.1005180E-01  0.1227730E-01  0.1499560E-01  0.1831560E-01  0.2237080E-01  0.2732370E-01  0.3337330E-01  0.4076220E-01  0.4978710E-01  0.6081010E-01  0.7427360E-01  0.9071800E-01  0.1108030E+00  0.1353350E+00  0.1446650E+00  0.1546380E+00  0.1652990E+00  0.1766940E+00  0.1888760E+00  0.2018970E+00  0.2158150E+00  0.2306930E+00  0.2465970E+00  0.2635970E+00  0.2817690E+00  0.3011940E+00  0.3219580E+00  0.3441540E+00  0.3678790E+00  0.3932410E+00  0.4203500E+00  0.4493290E+00  0.4803050E+00  0.5134170E+00  0.5488120E+00  0.5611440E+00  0.5737530E+00  0.5866460E+00  0.5998290E+00  0.6133070E+00  0.6270890E+00  0.6411800E+00  0.6555880E+00  0.6703200E+00  0.6853830E+00  0.7007840E+00  0.7165310E+00  0.7326320E+00  0.7490950E+00  0.7659280E+00  0.7831390E+00  0.8007370E+00  0.8187310E+00  0.8248180E+00  0.8309500E+00  0.8371280E+00  0.8433520E+00  0.8496230E+00  0.8559400E+00  0.8623030E+00  0.8687150E+00  0.8751730E+00  0.8816800E+00  0.8882350E+00  0.8948390E+00  0.9014920E+00  0.9081950E+00  0.9149470E+00  0.9217500E+00  0.9286030E+00  0.9355070E+00  0.9424620E+00  0.9494700E+00  0.9565290E+00  0.9636400E+00  0.9708050E+00  0.9780230E+00  0.9852940E+00  0.9926200E+00  0.1000000E+01
 0.1400100E+01  0.1403750E+01  0.1597020E+01  0.1826740E+01  0.2103340E+01  0.2438640E+01  0.2847960E+01  0.3351370E+01  0.3975320E+01  0.4755000E+01  0.5772150E+01  0.7075720E+01  0.8763190E+01  0.1097070E+02  0.1389060E+02  0.1779790E+02  0.2309050E+02  0.3035210E+02  0.4044980E+02  0.5469140E+02  0.7507740E+02  0.1047170E+03  0.1485220E+03  0.2143850E+03  0.3152170E+03  0.4725420E+03  0.7229510E+03  0.1129955E+04  0.1806165E+04  0.2955935E+04  0.4958865E+04  0.8538145E+04  0.1510790E+05  0.2751071E+05  0.5162750E+05  0.1000000E+06
-5 -4 -3 -2 -1  1  2  3  4  5 21
 0.0000000E+00 -0.2402106E+00  0.5464552E+00  0.7960823E+00  0.7387168E+00  0.7386476E+00  0.7959729E+00  0.5464482E+00 -0.2402370E+00  0.0000000E+00 -0.3676912E+01
 0.0000000E+00 -0.2376421E+00  0.5489467E+00  0.7984746E+00  0.7411474E+00  0.7410787E+00  0.7983660E+00  0.5489398E+00 -0.2376683E+00  0.0000000E+00 -0.3674361E+01
 0.0000000E+00 -0.1042044E+00  0.6787556E+00  0.9236578E+00  0.8681087E+00  0.8680662E+00  0.9235901E+00  0.6787523E+00 -0.1042198E+00  0.0000000E+00 -0.3245679E+01
 0.0000000E+00  0.4887911E-01  0.8284004E+00  0.1069008E+01  0.1015103E+01  0.1015086E+01  0.1068981E+01  0.8283994E+00  0.4887338E-01  0.0000000E+00 -0.2100420E+01
 0.0000000E+00  0.2264384E+00  0.1002666E+01  0.1239242E+01  0.1186872E+01  0.1186881E+01  0.1239256E+01  0.1002666E+01  0.2264414E+00  0.0000000E+00 -0.4654547E-01
 0.0000000E+00  0.4326312E+00  0.1205693E+01  0.1438469E+01  0.1387541E+01  0.1387576E+01  0.1438526E+01  0.1205694E+01  0.4326420E+00  0.0000000E+00  0.3110912E+01
 0.0000000E+00  0.6718117E+00  0.1441821E+01  0.1671004E+01  0.1621432E+01  0.1621493E+01  0.1671103E+01  0.1441821E+01  0.6718297E+00  0.0000000E+00  0.7570467E+01
 0.0000000E+00  0.9485650E+00  0.1715623E+01  0.1941395E+01  0.1893105E+01  0.1893192E+01  0.1941537E+01  0.1715622E+01  0.9485895E+00  0.0000000E+00  0.1353447E+02
 0.0000000E+00  0.1267705E+01  0.2031902E+01  0.2254427E+01  0.2207351E+01  0.2207465E+01  0.2254613E+01  0.2031899E+01  0.1267736E+01  0.0000000E+00  0.2120838E+02
-0.3729798E+00  0.1634009E+01  0.2395344E+01  0.2614668E+01  0.2568785E+01  0.2568925E+01  0.2614900E+01  0.2395338E+01  0.1634045E+01 -0.3729798E+00  0.3196919E+02
 0.8381732E-01  0.2075699E+01  0.2834279E+01  0.3050601E+01  0.3005828E+01  0.3005997E+01  0.3050880E+01  0.2834270E+01  0.2075740E+01  0.8382193E-01  0.4324262E+02
 0.6029128E+00  0.2579988E+01  0.3335858E+01  0.3549281E+01  0.3505575E+01  0.3505773E+01  0.3549609E+01  0.3335845E+01  0.2580034E+01  0.6029217E+00  0.5690211E+02
 0.1191440E+01  0.3153986E+01  0.3907186E+01  0.4117807E+01  0.4075127E+01  0.4075355E+01  0.4118185E+01  0.3907169E+01  0.3154037E+01  0.1191453E+01  0.7320238E+02
 0.1856952E+01  0.3805225E+01  0.4555793E+01  0.4763700E+01  0.4722009E+01  0.4722268E+01  0.4764130E+01  0.4555770E+01  0.3805280E+01  0.1856969E+01  0.9240424E+02
 0.2607442E+01  0.4541678E+01  0.5289648E+01  0.5494927E+01  0.5454188E+01  0.5454478E+01  0.5495410E+01  0.5289620E+01  0.4541738E+01  0.2607462E+01  0.1147742E+03
 0.3451344E+01  0.5371766E+01  0.6117168E+01  0.6319899E+01  0.6280077E+01  0.6280401E+01  0.6320437E+01  0.6117135E+01  0.5371829E+01  0.3451368E+01  0.1405838E+03
 0.4397514E+01  0.6304326E+01  0.7047189E+01  0.7247445E+01  0.7208510E+01  0.7208869E+01  0.7248041E+01  0.7047150E+01  0.6304393E+01  0.4397540E+01  0.1701078E+03
 0.5455286E+01  0.7348681E+01  0.8089032E+01  0.8286884E+01  0.8248804E+01  0.8249199E+01  0.8287538E+01  0.8088986E+01  0.7348752E+01  0.5455315E+01  0.2036258E+03
 0.6634383E+01  0.8514541E+01  0.9252403E+01  0.9447918E+01  0.9410665E+01  0.9411098E+01  0.9448632E+01  0.9252350E+01  0.8514615E+01  0.6634415E+01  0.2414179E+03
 0.7945025E+01  0.9812115E+01  0.1054751E+02  0.1074075E+02  0.1070430E+02  0.1070477E+02  0.1074153E+02  0.1054745E+02  0.9812192E+01  0.7945060E+01  0.2837683E+03
 0.9397812E+01  0.1125199E+02  0.1198494E+02  0.1217597E+02  0.1214029E+02  0.1214080E+02  0.1217681E+02  0.1198487E+02  0.1125207E+02  0.9397848E+01  0.3309601E+03
 0.1100378E+02  0.1284520E+02  0.1357572E+02  0.1376459E+02  0.1372966E+02  0.1373021E+02  0.1376550E+02  0.1357564E+02  0.1284528E+02  0.1100382E+02  0.3832774E+03
 0.1277438E+02  0.1460318E+02  0.1533129E+02  0.1551806E+02  0.1548385E+02  0.1548446E+02  0.1551904E+02  0.1533121E+02  0.1460327E+02  0.1277442E+02  0.4410036E+03
 0.1472146E+02  0.1653778E+02  0.1726349E+02  0.1744821E+02  0.1741471E+02  0.1741535E+02  0.1744926E+02  0.1726340E+02  0.1653787E+02  0.1472151E+02  0.5044201E+03
 0.1685723E+02  0.1866119E+02  0.1938452E+02  0.1956724E+02  0.1953442E+02  0.1953511E+02  0.1956836E+02  0.1938442E+02  0.1866128E+02  0.1685728E+02  0.5738053E+03
 0.1919429E+02  0.2098601E+02  0.2170698E+02  0.2188775E+02  0.2185558E+02  0.2185632E+02  0.2188894E+02  0.2170687E+02  0.2098611E+02  0.1919434E+02  0.6494354E+03
 0.2174558E+02  0.2352517E+02  0.2424378E+02  0.2442264E+02  0.2439112E+02  0.2439191E+02  0.2442391E+02  0.2424367E+02  0.2352527E+02  0.2174563E+02  0.7315815E+03
 0.2452437E+02  0.2629195E+02  0.2700822E+02  0.2718522E+02  0.2715431E+02  0.2715516E+02  0.2718657E+02  0.2700809E+02  0.2629205E+02  0.2452442E+02  0.8205106E+03
 0.2754414E+02  0.2929981E+02  0.3001374E+02  0.3018892E+02  0.3015861E+02  0.3015951E+02  0.3019035E+02  0.3001361E+02  0.2929991E+02  0.2754419E+02  0.9164799E+03
