#                prod                mhscp              mrec100 
                  494                  200       0.337257861432 
                  488                  250       0.414686796845 
                  235                  100                  0.0 
                 5100                  100                  0.0 
                  251                  150                  0.0 
                 1490                  200      0.0059800544628 
                  350                  150                  0.0 
                 2629                  150                  0.0 
                  309                  200       0.364708588901 
                 4297                  300    8.22855284334e-05 
                  155                  150                  0.0 
                 1909                  100                  0.0 
                  418                  150                  0.0 
                 2268                  100                  0.0 
                  284                  100                  0.0 
                  420                  250       0.421854812662 
                  607                  150                  0.0 
                  503                  150                  0.0 
                  346                  100                  0.0 
                  627                  100                  0.0 
                 1237                  200      0.0239989117652 
                 2686                  100                  0.0 
                  886                  150                  0.0 
                 1187                  250      0.0808187874194 
                 3062                  200    9.09923073007e-05 
                 4316                  200    1.28386309195e-18 
                  515                  100                  0.0 
                  244                  200       0.324123526662 
                 3593                  250    9.73571971241e-17 
                 2147                  200    0.000154891163612 
                  761                  100                  0.0 
                  105                  100                  0.0 
                  205                  200       0.320930021835 
                 1546                  150                  0.0 
                 1287                  150                  0.0 
                  164                  100                  0.0 
                  575                  250       0.383958532758 
                  173                  150                  0.0 
                 5100                  200                  0.0 
                  357                  200       0.384294142171 
                  305                  300         0.3963342146 
                  346                  300        0.39246923181 
                  272                  200       0.342354497063 
                 5100                  250    8.10608328762e-27 
                  327                  250       0.385134564987 
                 2503                  250    7.53265827977e-05 
                 1336                  100                  0.0 
                 2115                  300     0.00490313991007 
                 1728                  250      0.0073699175486 
                  324                  300       0.399934903917 
                  295                  150                  0.0 
                 1229                  300       0.135801155186 
                 5100                  300    1.67002242067e-19 
                  140                  100                  0.0 
                  731                  300       0.388039612233 
                  377                  300       0.409247046111 
                 3169                  100                  0.0 
                 4342                  150                  0.0 
                  852                  200       0.114036574552 
                  623                  300       0.429615764812 
                  537                  300        0.44851315371 
                  255                  250       0.376453608371 
                 1069                  150                  0.0 
                 1472                  300      0.0642158221817 
                 3725                  100                  0.0 
                  864                  300       0.319635605331 
                  469                  300       0.446858760713 
                  708                  200       0.191096247593 
                  984                  250       0.147885057535 
                 1112                  100                  0.0 
                  818                  250       0.242974006702 
                  192                  150                  0.0 
                 3117                  150                  0.0 
                  684                  250       0.329434503376 
                  195                  100                  0.0 
                  417                  300        0.43028515002 
                  417                  200       0.365392546708 
                 3611                  300    4.43390050523e-06 
                 4287                  250    4.88642521364e-27 
                  297                  250       0.365691422913 
                 3027                  300    0.000163337807108 
                 2568                  200    0.000119301267182 
                 3641                  200    8.07134174226e-11 
                  422                  100                  0.0 
                 1765                  300      0.0221964430543 
                  223                  200       0.322491702233 
                 3685                  150                  0.0 
                 2532                  300    0.000540136171299 
                  122                  100                  0.0 
                 5100                  150                  0.0 
                 2210                  150                  0.0 
                  922                  100                  0.0 
                 3003                  250    9.49235677575e-05 
                 1029                  300       0.228709446637 
                 1851                  150                  0.0 
                  590                  200       0.271820361645 
                  734                  150                  0.0 
                  367                  250       0.402126809025 
                 2081                  250     0.00116100622238 
                  274                  250       0.375516341699 
                 4366                  100                  0.0 
                 1432                  250      0.0304107227169 
                  218                  150                  0.0 
                 1027                  200      0.0563766366499 
                 1600                  100                  0.0 
                 1791                  200    0.000696563830304 
