#                prod                 mint                mhscp              mrec100 
                 4389                 1897                  350      0.0383721656349 
                 1521                 1005                 1000       0.514494786352 
                  987                  551                  450       0.555148734196 
                 4374                 3224                  700      0.0161250389736 
                 3335                 2239                 1500       0.240921095383 
                  839                  834                  600        0.55707018656 
                  797                  491                  300       0.457732266849 
                 1091                  612                  500       0.571151162871 
                 5100                 2358                  500      0.0591263752931 
                 2001                 1004                  500       0.352582685985 
                 1195                 1190                  100                  0.0 
                 2797                  844                  250        0.08539341851 
                 3344                 2611                 2400       0.052589025199 
                 2722                 2323                 2200      0.0678707833221 
                 2981                 2976                 2600      0.0412024838545 
                 1186                  705                  700       0.591162269806 
                 3657                 3290                 2400      0.0549152067618 
                  471                  309                  200       0.370644384297 
                 1404                  162                  100                  0.0 
                 2932                 2367                 2200      0.0687901090956 
                 5100                  605                  600    0.000348726379804 
                 3798                  255                  250    7.88794585105e-05 
                 2415                 1825                  450      0.0874913371785 
                 1751                 1746                  550       0.354046642622 
                 5100                 5095                 1800       0.100174102205 
                 3271                 3266                  450     0.00624596193593 
                 3226                 3221                  350     0.00360333795024 
                 3078                 3039                 3000      0.0283899584232 
                 1529                  559                  200       0.122789093473 
                 2755                  885                  700       0.227521095388 
                 1195                  530                  100                  0.0 
                 2375                 1147                  550       0.319215804577 
                 1099                 1094                  200      0.0603125387844 
                 1533                 1259                  700       0.585938510494 
                 3767                  764                  550      0.0186098717136 
                 1616                 1611                 1200       0.412950816724 
                 2755                 1747                  700       0.323050228652 
                 2039                 2034                  700       0.407788945493 
                 3390                 2809                 1600       0.230846624195 
                 2421                  858                  300       0.130911986684 
                 3907                 3698                 3500      0.0139910081903 
                  931                  833                  600       0.573133740813 
                 1351                 1102                  600       0.583746241295 
                  741                  555                  500       0.542363532128 
                 4426                 1900                 1600       0.176966902099 
                 1059                  780                  700       0.580139862397 
                 2337                 1679                 1500       0.242734979513 
                 5100                 3005                 3000      0.0356043121588 
                  812                  754                  700       0.512292809708 
                 5100                 3429                 3000      0.0295163888922 
                  853                  423                  100                  0.0 
                 1710                 1305                 1300       0.359536074798 
                 3217                 3212                  900       0.162357168521 
                 2626                 2405                 2400       0.046203498862 
                 1230                  484                  350       0.365432707718 
                 2456                  709                  200      0.0722009158424 
                 1017                 1012                  900       0.478091340295 
                 4395                 1630                  600        0.14265559333 
                 1186                 1181                  700        0.59579032524 
                 5100                 4253                 4000     0.00455602782938 
                 3518                 2654                 2000       0.109145323963 
                 1163                 1158                 1100       0.410096043328 
                 4393                 2493                  800       0.148629641537 
                 3861                 1605                 1600        0.19191238896 
                 4179                 4174                 4000     0.00748091038261 
                 1845                 1840                  800       0.532005633965 
                 2480                 2475                 1800        0.18189747107 
                  888                  647                  250         0.3132655653 
                 2351                  666                  350       0.134155086382 
                  883                  555                  550       0.574376887064 
                 5100                 2551                 1800       0.138649328192 
                 1446                  504                  350       0.284074467078 
                 1054                  919                  800       0.538081188475 
                 3536                 3531                 2200      0.0745782081697 
                  929                  435                  200       0.234860290556 
                 1509                 1504                  550       0.459795274596 
                 4397                 2952                  400    0.000151737761891 
                 1306                 1301                  550       0.532474403465 
                 4102                 3644                 3500      0.0123739409465 
                 5100                 1805                 1800      0.0916193422385 
                 2351                 2346                  350      0.0131300513874 
                 2676                 2671                 2600      0.0418419103627 
                 3274                 1205                 1200       0.262358177371 
                 3226                 1069                  350       0.109825438774 
                 5100                 1005                 1000    0.000537369384168 
                 1515                 1507                 1500       0.216225402497 
                 1769                 1317                  300       0.071967663857 
                 2468                 2463                 2000       0.110972209346 
                 5100                 3196                 2000      0.0950201664498 
                  784                  558                  200       0.250748139004 
                 3095                 3090                 2400      0.0509156075941 
                 1433                  805                  800       0.581781323393 
                 4426                 3154                 1600       0.188910859982 
                  715                  707                  700       0.484627376023 
                 1465                 1405                 1400       0.263435106058 
                 1468                 1463                  250      0.0413465449084 
                 4102                 3940                 3500      0.0123865362173 
                 3165                 2247                 2000       0.110654379709 
                 2784                 1061                  400       0.158379058748 
                  356                  305                  300        0.38377444644 
                 2537                 2405                 2400      0.0468291254502 
                 2784                 2016                  400      0.0246890804929 
                 5100                  863                  350      0.0301326970001 
                 1965                 1736                 1200       0.436291035259 
                 2468                 2340                 2000       0.111357738219 
                 2039                 1197                  700       0.508025890827 
                 2236                 1872                 1100       0.482106550042 
                  835                  830                  500       0.568027910731 
                 3249                 2293                  400     0.00806162798904 
                 1769                  305                  300      0.0258484167794 
                 3095                 2726                 2400      0.0486849740078 
                 5100                  305                  300    0.000139810826018 
                 1702                 1307                  350       0.141663957337 
                  610                  555                  550       0.485588011063 
                 3154                 3076                 3000      0.0280846910299 
                 1987                 1480                 1100       0.485308587625 
                  758                  516                  450        0.56097069236 
                 2137                 1405                 1400       0.293832858537 
                  400                  395                  200       0.355163294901 
                 2799                 1678                  600       0.242866923683 
                 3264                  912                  250      0.0717907698703 
                 2036                  360                  250      0.0188257333387 
                  684                  305                  300       0.441650036208 
                 5100                 4223                 2400      0.0689659563784 
                 3767                 1156                  350      0.0935248242407 
                 5100                 3406                  450    6.82268178484e-05 
                 3916                 3911                  100                  0.0 
                 4356                 3700                 3500      0.0112230603848 
                 5100                  742                  500    0.000333284482637 
                 1987                 1105                 1100       0.481523750333 
                 2464                 1572                 1000       0.483066205056 
                 2132                 2005                 2000       0.110070244829 
                 2784                 2779                  400     0.00831249140322 
                  957                  819                  700       0.550358312222 
                 2799                 2794                  600       0.065747312631 
                  970                  210                  150                  0.0 
                 1343                  971                  700       0.611329003386 
                 3261                 1283                  800       0.269766384511 
                  339                  334                  100                  0.0 
                 4395                 4390                  600     0.00534419497585 
                  465                  457                  450       0.443214643163 
                  610                  605                  550       0.488208761428 
                 1779                  716                  450       0.351057735736 
                 1903                 1619                 1000       0.523937126436 
                 4407                 2397                 1300       0.203187342357 
                  964                  932                  900       0.466282708233 
                 1819                 1814                  900       0.548654606577 
                 1343                 1140                  700       0.601848349246 
                 2977                 1694                 1400       0.281964878093 
                 3813                  465                  300    0.000424549165003 
                  750                  333                  250       0.371901968009 
                 2342                  652                  500       0.153347065117 
                 2038                 1319                  550       0.380288967966 
                 3232                  998                  550       0.164619735321 
                 2001                 1996                  350      0.0351288774526 
                 2351                  355                  350      0.0053133873886 
                  750                  255                  250       0.317983021232 
                 2771                  555                  550       0.030664063948 
                 2390                 1132                  250      0.0643363045924 
                 1086                  989                  900       0.491726523561 
                  839                  656                  600       0.549133983715 
                  607                  551                  500       0.489533542398 
                 5100                 3187                  300    4.45519779448e-23 
                 5100                 4005                 4000     0.00484954904001 
                 1613                 1105                 1100       0.465875427609 
                 2390                  255                  250    0.000267532126028 
                 5100                 5095                  200    0.000103327453103 
                 1404                 1399                  100                  0.0 
                 3784                 1348                  800       0.203637897592 
                  750                  436                  250       0.388483762937 
                 3379                 2177                 1400       0.261195068129 
                  497                  334                  100                  0.0 
                  541                  370                  250       0.429645275067 
                 3784                 3779                  600      0.0103703911526 
                 1282                 1277                 1100       0.425708032397 
                  315                  307                  300       0.371282498523 
                 2642                 1925                 1400       0.293505773289 
                 5100                  205                  200    7.42662742795e-13 
                 4407                 1059                  250      0.0536204429515 
                 1272                 1065                 1000       0.472750550005 
                 3213                 1168                  700       0.239025112006 
                 2769                 1582                  900       0.422091387746 
                 3285                  305                  300    0.000294830699932 
                 1147                  302                  150                  0.0 
                 4397                  603                  400    0.000688927039368 
                 4404                 3679                 1500       0.164363122392 
                 2681                 1605                 1600       0.238250212618 
                  507                  387                  350       0.466663894491 
                 2073                 2068                  450       0.099387151387 
                 2041                 1918                 1600       0.208125091386 
                 1306                  687                  550       0.567575696411 
                 1155                 1150                  800       0.563945253987 
                 1095                  793                  300        0.32727018154 
                 3820                 2668                 1300       0.262475462428 
                 1243                  731                  250       0.206214964218 
                 1186                  912                  700       0.597048404953 
                 1814                 1576                 1500       0.219072400223 
                 1316                  593                  450       0.476660135188 
                  448                  443                  300       0.442258124277 
                 4313                 4308                 4000     0.00643205214489 
                 2216                 2105                 2000       0.110838315243 
                 1909                 1748                 1600        0.20168719405 
                 3916                  105                  100                  0.0 
                 1175                  905                  900       0.517036505975 
                 1092                  518                  400       0.482615146426 
                 1781                 1776                 1100        0.48104712758 
                 5100                 4362                 2000      0.0976072018484 
                 1429                  905                  900       0.557439776673 
                 2812                 2807                  450       0.015063110463 
                 1477                 1187                 1100       0.445317469841 
                 4423                 4418                 1800       0.149241849798 
                 4757                 4363                 4000     0.00466564313764 
                 2103                  966                  200      0.0532923609623 
                  541                  536                  250       0.407962903401 
                 3783                 1253                 1000       0.170866072857 
                 2288                 2153                 1800       0.171732465879 
                 2167                  240                  150                  0.0 
                 3200                 2912                 2200      0.0714747740932 
                 3880                  775                  150                  0.0 
                 3762                 3757                 3500      0.0146392099385 
                 2823                  640                  300       0.077166119639 
                 1044                 1039                  600       0.593987244963 
                 4374                 4369                  700     0.00831965261971 
                 2342                  842                  500       0.257012004081 
                 5100                 4797                 4000     0.00443125305811 
                 2650                 2149                 2000       0.109085896289 
                 2167                 1393                  150                  0.0 
                 1477                 1370                 1100       0.448983943422 
                  408                  378                  350       0.418497233736 
                 2226                  803                  100                  0.0 
                 2103                 1424                  200     0.00411429201598 
                  458                  405                  400       0.439390585226 
                 1183                  715                  600       0.599374013574 
                 1693                 1144                 1000       0.525548256994 
                 5100                 2146                 1800       0.127977369536 
                 2132                 2127                 2000       0.111740196977 
                 4102                 3505                 3500      0.0128611484661 
                 3767                  780                  350      0.0595343099265 
                 4370                 3358                  900      0.0540042295383 
                  606                  455                  450         0.5037650083 
                 3820                 1358                 1100       0.200850224256 
                  767                  355                  350       0.471162651186 
                 4045                 3117                 2400      0.0578337956494 
                 4370                 2583                  900       0.166754214325 
                 4416                 1160                  300      0.0690753962692 
                 1589                 1438                 1300       0.345677134385 
                 4374                  705                  700     0.00063270512445 
                 2823                 1343                  300      0.0697705527863 
                  576                  571                  350       0.486786955232 
                 3820                 1305                 1300       0.168089694498 
                 5100                 5095                 1200      0.0162695629109 
                 4377                 3051                  500     0.00130934215623 
                 1175                 1170                  900       0.515861964646 
                  964                  905                  900       0.469599971692 
                 3078                 3073                 3000      0.0290276407574 
                 5100                 1231                  600      0.0887745159987 
                 2375                 2370                  550       0.112600251695 
                 3848                 3843                 3000       0.025971233917 
                 1422                 1305                 1300        0.33899646786 
                  661                  656                  200       0.251556960371 
                 1781                 1401                 1100       0.477296661453 
                 2917                  672                  150                  0.0 
                 2367                  705                  700       0.247980675252 
                 2001                  842                  350        0.20113694229 
                 5100                 2847                  150                  0.0 
                 2681                 2676                 1600       0.236262834145 
                 1949                 1944                 1500       0.225324151649 
                 1569                 1564                 1500       0.214045785692 
                  758                  753                  450       0.552937868996 
                 5100                 3505                 3500      0.0129585490078 
                  452                  398                  350       0.434139572961 
                 1215                 1105                 1100       0.407952104787 
                 3271                  455                  450     0.00077208655264 
                 2642                 1645                 1400       0.297236711045 
                  502                  497                  400        0.46314167454 
                 3213                  908                  700       0.125621122892 
                 3208                 1272                  500       0.175679217345 
                 1644                  656                  100                  0.0 
                 5100                  555                  550    0.000272681088321 
                 3095                 2902                 2400      0.0498785331191 
                 3798                  983                  250      0.0621679200848 
                 2284                 1982                 1300        0.38306214255 
                 1137                  455                  450       0.469453664019 
                 2079                 1370                  900       0.545779464624 
                 3515                 3507                 3500      0.0163907095439 
                 1949                 1505                 1500       0.229595387405 
                 1230                  659                  350       0.398404675909 
                 2847                 2721                 2600      0.0409900105743 
                 2576                  520                  100                  0.0 
                 3684                 2605                 2600       0.049366405272 
                  853                  599                  100                  0.0 
                 3848                 3196                 3000       0.025339804218 
                 1272                 1196                 1000       0.474517999655 
                 1741                  516                  400       0.206703472831 
                 2039                  705                  700        0.38967720513 
                 1050                  363                  250       0.250339247629 
                 1533                 1528                  700       0.566545649627 
                 5100                 1105                 1100    0.000991782568524 
                 5100                 1188                  100                  0.0 
                 3249                  810                  400       0.100151504819 
                 3907                 3505                 3500      0.0137981754495 
                 5100                 3664                  700     0.00179339340911 
                 4393                  805                  800     0.00110304478698 
                 3213                 3208                  700      0.0578429103733 
                 2723                 2215                 1800       0.179701050336 
                 1668                 1663                 1600        0.19585934834 
                 3746                 2953                  900       0.132803302109 
                 3261                 3256                  800       0.097551524746 
                 4475                  196                  100                  0.0 
                  576                  400                  350        0.49403130342 
                  706                  605                  600       0.501050524337 
                 2036                  720                  250       0.122012487283 
                 2913                 2908                 1300       0.332077143792 
                 1285                  437                  300        0.25594827993 
                 1791                  605                  600       0.380801022461 
                 3416                 1069                  100                  0.0 
                  497                  492                  100                  0.0 
                 1155                  962                  800       0.556016806858 
                 4426                 2250                 1600       0.189822941643 
                  784                  205                  200       0.174935745777 
                  666                  578                  500       0.513071070135 
                 2421                 2416                  300     0.00625163366804 
                 1086                  905                  900       0.489810533802 
                 1845                  990                  800       0.565339310416 
                 3271                 1693                  450       0.114213236185 
                  750                  745                  250       0.322463388537 
                 2138                 1882                 1800       0.169205041345 
                 1351                  739                  600       0.585135209355 
                 3001                 2563                 1600       0.236445588978 
                  338                  333                  150                  0.0 
                 3848                 3005                 3000      0.0262684819636 
                  784                  286                  200       0.254211290667 
                 2605                 2600                 1500       0.254387502609 
                 5100                 5095                 1100      0.0113111729313 
                  818                  537                  150                  0.0 
                 3335                 3330                 1500       0.227470058735 
                 3285                  453                  300     0.00192074680594 
                 1613                 1608                 1100       0.466183275328 
                 1012                  223                  100                  0.0 
                 1791                 1039                  600       0.511283813934 
                  931                  673                  600        0.58035600672 
                 4386                 1494                 1200        0.13895466155 
                 1183                  997                  600       0.597704905343 
                  507                  355                  350       0.466589921614 
                 3848                 3398                 3000      0.0255007524831 
                  552                  547                  450       0.481457466567 
                 1488                  775                  400       0.385323422898 
                 2472                 2405                 2400      0.0471529667814 
                 2722                 2448                 2200       0.067029970476 
                 1644                 1639                  100                  0.0 
                 1285                  305                  300       0.145088322139 
                 4386                 1853                 1200        0.20527260196 
                  765                  605                  600       0.525994046832 
                 4370                 4365                  900      0.0168120072513 
                 3799                 3794                  450     0.00392481599466 
                 1952                 1654                 1400       0.282401526793 
                 3518                 2005                 2000       0.113897321126 
                 4386                 1559                  550       0.130256267222 
                 3078                 3005                 3000      0.0281837223819 
                 4172                 3539                 3000      0.0246699401977 
                  448                  335                  300       0.436595786567 
                 3274                 2344                 1200       0.344528965666 
                 3027                 2053                 1800       0.188023252846 
                 2284                 1500                 1300       0.384203876966 
                 1116                 1005                 1000        0.44502537154 
                 5100                 2504                  600      0.0818625221867 
                 3208                 3203                  500      0.0109023334649 
                  512                  507                  300       0.463464784266 
                 1465                 1460                 1400       0.263179569746 
                 3746                 1452                  900       0.237341608023 
                  741                  736                  500       0.548960643295 
                 3841                  334                  200     0.00017507904889 
                 2880                 2627                 2000       0.109663896649 
                 2537                 2532                 2400      0.0471866222198 
                  338                  227                  150                  0.0 
                 1050                  734                  250       0.247328834215 
                 3597                 3285                 3000      0.0261192478043 
                  716                  273                  100                  0.0 
                 5100                 1949                 1200       0.146310657043 
                 3746                 2331                  900       0.231484220038 
                 1285                  625                  300       0.298490809055 
                  557                  336                  200       0.355617135089 
                 2535                 1359                 1100       0.453263597818 
                 3784                  805                  800      0.0188327143465 
                 2051                 1634                 1300       0.377006081962 
                 1298                  515                  200       0.153461813038 
                 1343                 1338                  700       0.589616845931 
                 4406                  664                  450     0.00118903167454 
                 3379                 3374                 1400       0.234438817795 
                 5100                 2966                 1000       0.136850167537 
                  228                  223                  100                  0.0 
                 1050                 1045                  250       0.164394190192 
                 3916                 2140                  100                  0.0 
                 2932                 2727                 2200       0.069167532155 
                 1952                 1405                 1400       0.289438627982 
                 5100                 2342                 2000      0.0986938947046 
                 3274                 2768                 1200       0.320844370817 
                  541                  255                  250       0.408257164344 
                  661                  205                  200       0.247846467868 
                 2204                 2199                 1200       0.442691927863 
                 3820                 2053                 1100       0.270085510094 
                 1569                 1534                 1500       0.217556560532 
                  625                  405                  400       0.517616706067 
                 2831                 1685                 1000       0.417637249889 
                 5100                 5095                 4000      0.0047043997571 
                 2158                 2153                 1000       0.492016056007 
                 3861                 1998                 1600       0.217435217376 
                  715                  710                  550       0.526866457154 
                 3389                 2781                 2600      0.0435813542176 
                 2367                 1579                  700       0.416627117399 
                 4500                 4495                 4000     0.00594957591498 
                 2115                 2110                  800       0.457057980181 
                 3767                  355                  350    0.000175483575016 
                 3226                 1544                  350      0.0717085257306 
                 1588                  336                  150                  0.0 
                 2615                 2607                 2600      0.0419343335458 
                 2859                  205                  200    0.000318293187461 
                 5100                 5095                  500     0.00218755214028 
                  706                  701                  600       0.512812239348 
                 2769                  905                  900       0.273629044959 
                  853                  848                  100                  0.0 
                 1741                  658                  400       0.296253671743 
                 2823                  927                  300       0.107199518645 
