#                prod                mhscp              mrec200 
                  526                  400       0.448548414943 
                 2453                  500      0.0453063951526 
                  552                  500       0.441400081267 
                 3577                  400    0.000260109951462 
                  494                  200                  0.0 
                  488                  250                  0.0 
                  235                  100                  0.0 
                 5100                  100                  0.0 
                  710                  350       0.460939805716 
                  251                  150                  0.0 
                  449                  400       0.426981093183 
                 1490                  200                  0.0 
                  788                  500       0.504875142503 
                 1266                  450       0.362463301981 
                  350                  150                  0.0 
                  477                  350       0.443360098062 
                 2629                  150                  0.0 
                  425                  400       0.435884665962 
                  309                  200                  0.0 
                 1711                  500       0.232911207752 
                 4297                  300                  0.0 
                  155                  150                  0.0 
                  575                  450       0.469013122928 
                 5100                  450    0.000109824545939 
                 1909                  100                  0.0 
                  418                  150                  0.0 
                 2268                  100                  0.0 
                  284                  100                  0.0 
                  420                  250                  0.0 
                  607                  150                  0.0 
                  503                  150                  0.0 
                  346                  100                  0.0 
                 3595                  450    0.000371174832706 
                  627                  100                  0.0 
                  399                  350       0.417206639411 
                  612                  350       0.466626750828 
                  482                  400       0.436628403059 
                 1237                  200                  0.0 
                 2686                  100                  0.0 
                  886                  150                  0.0 
                 1187                  250                  0.0 
                 3062                  200                  0.0 
                  988                  350       0.341414262653 
                 2947                  500      0.0109771900993 
                 4316                  200                  0.0 
                  515                  100                  0.0 
                 5100                  500     0.00021424248827 
                  536                  350       0.458497725582 
                  244                  200                  0.0 
                  805                  450       0.506765645044 
                 3593                  250                  0.0 
                  499                  450       0.443528002689 
                 2147                  200                  0.0 
                 2464                  350     0.00317599089812 
                  761                  100                  0.0 
                  105                  100                  0.0 
                  205                  200                  0.0 
                 1546                  150                  0.0 
                 1287                  150                  0.0 
                 5100                  350    8.44944343705e-05 
                  164                  100                  0.0 
                  575                  250                  0.0 
                  173                  150                  0.0 
                  702                  500       0.489169553354 
                 5100                  200                  0.0 
                  357                  200                  0.0 
                  305                  300                  0.0 
                  526                  500       0.457486276117 
                 1078                  450       0.441126064877 
                  346                  300                  0.0 
                  272                  200                  0.0 
                 2116                  450      0.0670010702013 
                 1738                  400       0.106407881623 
                 5100                  250                  0.0 
                  327                  250                  0.0 
                 2503                  250                  0.0 
                 1336                  100                  0.0 
                 1777                  450        0.15132194681 
                 2115                  300                  0.0 
                 1728                  250                  0.0 
                 3541                  500     0.00113948996758 
                 2964                  350     0.00034033226889 
                  324                  300                  0.0 
                  295                  150                  0.0 
                 1229                  300                  0.0 
                 1496                  450       0.257183042458 
                  660                  400       0.487267330553 
                 5100                  300                  0.0 
                 4266                  350    0.000118357933831 
                  140                  100                  0.0 
                  731                  300                  0.0 
                  584                  400       0.478830963183 
                  432                  350       0.418976267781 
                  377                  300                  0.0 
                 3169                  100                  0.0 
                 4342                  150                  0.0 
                 4276                  400    9.03783478624e-05 
                  852                  200                  0.0 
                  633                  450       0.480898502662 
                  623                  300                  0.0 
                  537                  300                  0.0 
                  255                  250                  0.0 
                 1069                  150                  0.0 
                  588                  500       0.457206964761 
                 1472                  300                  0.0 
                 3725                  100                  0.0 
                 2081                  400      0.0381446576398 
                  864                  300                  0.0 
                  469                  300                  0.0 
                  708                  200                  0.0 
                  984                  250                  0.0 
                 1112                  100                  0.0 
                 4285                  450    0.000234690703172 
                 1033                  400       0.389337616385 
                  818                  250                  0.0 
                  709                  450       0.501148627359 
                  192                  150                  0.0 
                 3117                  150                  0.0 
                 2494                  400     0.00856233854207 
                  926                  450       0.488525558926 
                  475                  450       0.444555629127 
                  684                  250                  0.0 
                  195                  100                  0.0 
                  417                  300                  0.0 
                  417                  200                  0.0 
                 3611                  300                  0.0 
                 3013                  450      0.0027454070851 
                 4287                  250                  0.0 
                  297                  250                  0.0 
                 3027                  300                  0.0 
                 2568                  200                  0.0 
                 1700                  350      0.0616053563104 
                 3641                  200                  0.0 
                 3559                  350    9.63285124874e-05 
                 1217                  500       0.432214231201 
                  422                  100                  0.0 
                 1765                  300                  0.0 
                  223                  200                  0.0 
                 3685                  150                  0.0 
                 1179                  350       0.240464070519 
                 1040                  500        0.49091976965 
                  455                  450       0.455637599532 
                  880                  400       0.454554684324 
                 2532                  300                  0.0 
                  833                  350       0.409386274072 
                 4252                  500    0.000221874527646 
                 2046                  350      0.0194128859825 
                  122                  100                  0.0 
                 5100                  150                  0.0 
                 2989                  400     0.00112787851005 
                 2210                  150                  0.0 
                  922                  100                  0.0 
                 3003                  250                  0.0 
                 1029                  300                  0.0 
                 1851                  150                  0.0 
                  590                  200                  0.0 
                 5100                  400    1.73337548258e-07 
                  734                  150                  0.0 
                  367                  250                  0.0 
                 2081                  250                  0.0 
                  274                  250                  0.0 
                  505                  500       0.463189960494 
                  899                  500       0.504201105603 
                 1414                  350       0.142700055336 
                  757                  400       0.483867663846 
                  375                  350        0.41927174801 
                  355                  350       0.416901366799 
                 4366                  100                  0.0 
                 2525                  450      0.0200584396863 
                  637                  500       0.469801728605 
                  405                  400       0.442008553332 
                 2045                  500       0.127735319302 
                  531                  450       0.443724280442 
                 1455                  400       0.203126846646 
                 1222                  400       0.306008817406 
                 1432                  250                  0.0 
                  218                  150                  0.0 
                 1027                  200                  0.0 
                 1438                  500        0.35363849718 
                 1600                  100                  0.0 
                 1791                  200                  0.0 
