#                prod                 mint                mhscp              mrec200 
                  507                  422                  350       0.458476657802 
                 1352                  457                  150                  0.0 
                 5100                 3136                  100                  0.0 
                  606                  523                  450       0.498508305275 
                  888                  348                  250                  0.0 
                 3813                 3808                  300                  0.0 
                 5100                  497                  150                  0.0 
                 1243                  432                  250                  0.0 
                  463                  458                  250                  0.0 
                 4397                 4392                  400     0.00176621030953 
                 5100                 1436                  400      0.0773724814397 
                  306                  301                  250                  0.0 
                  284                  180                  150                  0.0 
                  933                  532                  300                  0.0 
                  661                  367                  200                  0.0 
                 2576                 1509                  100                  0.0 
                 3783                 3778                  400     0.00309488593247 
                 1446                  355                  350       0.151595393609 
                 4407                 1703                  250                  0.0 
                 1529                  616                  450       0.409866489049 
                  541                  307                  250                  0.0 
                  674                  608                  450       0.525013369625 
                 1147                  155                  150                  0.0 
                 2001                  355                  350      0.0255190542843 
                 2859                  318                  200                  0.0 
                  203                  198                  150                  0.0 
                 4454                  830                  150                  0.0 
                 4432                 1590                  200                  0.0 
                  240                  155                  150                  0.0 
                 5100                 5095                  150                  0.0 
                  463                  342                  250                  0.0 
                 3916                 1171                  100                  0.0 
                  662                  414                  350       0.502273712081 
                 4407                  255                  250                  0.0 
                 1529                 1524                  450       0.307027118861 
                 1091                  505                  500       0.536608261997 
                 2421                  305                  300                  0.0 
                  404                  155                  150                  0.0 
                 3319                  205                  200                  0.0 
                  400                  335                  200                  0.0 
                 1731                 1255                  250                  0.0 
                 3226                  740                  350      0.0744494628442 
                 3750                  505                  500    0.000242837483156 
                 1467                  505                  500        0.40585606482 
                 1446                 1441                  350       0.168549848837 
                 2797                 2792                  250                  0.0 
                 1529                 1524                  200                  0.0 
                 1529                  400                  200                  0.0 
                 2972                 1700                  100                  0.0 
                 3841                  544                  200                  0.0 
                  950                  691                  500       0.577925027691 
                  497                  105                  100                  0.0 
                  471                  205                  200                  0.0 
                 2351                 1250                  350       0.128389199372 
                  818                  813                  150                  0.0 
                 3416                 1910                  100                  0.0 
                 3285                 3280                  300                  0.0 
                 5100                 2097                  350      0.0273537355593 
                 3369                 3364                  150                  0.0 
                  835                  733                  500       0.568440954506 
                  987                  455                  450          0.524817485 
                 2390                  780                  250                  0.0 
                  862                  624                  450       0.567935358585 
                 2757                 2752                  350     0.00625669793385 
                  894                  562                  350       0.491542635644 
                  279                  133                  100                  0.0 
                  589                  305                  300                  0.0 
                 3369                 2014                  150                  0.0 
                 1285                 1280                  300                  0.0 
                 2859                  493                  200                  0.0 
                 1779                  898                  450       0.365742058636 
                 3271                 1219                  450         0.1522933123 
                 5100                  277                  150                  0.0 
                 1588                  495                  150                  0.0 
                 4416                 4411                  300                  0.0 
                 1468                  457                  250                  0.0 
                 1467                  659                  500       0.483350418503 
                  412                  105                  100                  0.0 
                 3783                 1237                  400       0.106432928257 
                 5100                 5095                  350    0.000759995354003 
                 3208                 2354                  500      0.0302483254179 
                 1468                  255                  250                  0.0 
                 1147                 1142                  150                  0.0 
                 1137                  571                  450       0.533567760271 
                 3813                 2500                  300                  0.0 
                 4416                 1810                  300                  0.0 
                  862                  857                  450       0.551362503902 
                 2390                  370                  250                  0.0 
                 3264                 2131                  250                  0.0 
                 1298                  205                  200                  0.0 
                 2917                  253                  150                  0.0 
                  255                  205                  200                  0.0 
                 3264                  596                  250                  0.0 
                  888                  475                  250                  0.0 
                 4432                  953                  200                  0.0 
                 5100                 5095                  100                  0.0 
                 1917                  727                  100                  0.0 
                  784                  779                  200                  0.0 
                 2859                 2854                  200                  0.0 
                 3264                 3259                  250                  0.0 
                 1195                  157                  100                  0.0 
                 1468                  341                  250                  0.0 
                  598                  250                  100                  0.0 
                 2073                  754                  450       0.266597396698 
                 1488                 1483                  400       0.241248229069 
                 4407                  410                  250                  0.0 
                 2226                 1336                  100                  0.0 
                  508                  455                  450        0.45867810396 
                 1352                  155                  150                  0.0 
                  399                  317                  250                  0.0 
                  483                  361                  150                  0.0 
                  448                  368                  300                  0.0 
                  255                  250                  200                  0.0 
                  497                  154                  100                  0.0 
                 2103                  656                  200                  0.0 
                 1508                  519                  300                  0.0 
                 5100                  942                  400      0.0427602050248 
                 1711                  685                  500       0.408527205924 
                  404                  399                  150                  0.0 
                 5100                  255                  250                  0.0 
                  888                  255                  250                  0.0 
                 5100                  420                  250                  0.0 
                 1195                  236                  100                  0.0 
                 5100                  350                  200                  0.0 
                 4454                  475                  150                  0.0 
                 1508                  398                  300                  0.0 
                  674                  552                  450       0.524215264747 
                  589                  422                  300                  0.0 
                 1529                  286                  200                  0.0 
                 2823                  442                  300                  0.0 
                 2037                  693                  400       0.224522833546 
                 2071                 1502                  300                  0.0 
                 4432                  571                  200                  0.0 
                 1529                  205                  200                  0.0 
                  987                  982                  450       0.532751464973 
                 1262                  797                  500       0.551906294574 
                 1352                  939                  150                  0.0 
                  412                  407                  100                  0.0 
                 4406                 2066                  450      0.0645168825177 
                  710                  705                  400       0.532936477783 
                  279                  105                  100                  0.0 
                 1529                 1127                  450       0.405813407029 
                 2757                  355                  350    0.000845595093487 
                 5100                  488                  300                  0.0 
                 1702                  776                  350       0.262624275029 
                  577                  572                  150                  0.0 
                 1917                 1179                  100                  0.0 
                 1779                  571                  450       0.270566017385 
                  835                  647                  500       0.568389831106 
                 5100                 1930                  100                  0.0 
                  348                  343                  250                  0.0 
                 3799                  648                  450     0.00519997056283 
                  950                  505                  500       0.565040582701 
                  240                  191                  150                  0.0 
                  814                  809                  400       0.525198623221 
                 1711                  505                  500       0.279277512951 
                 1769                 1764                  300                  0.0 
                  560                  529                  500       0.478435709291 
                 5100                  681                  450    0.000177031351305 
                 5100                 2277                  450      0.0505253515876 
                  636                  503                  250                  0.0 
                 4397                  405                  400    0.000117632369936 
                 3880                 1325                  150                  0.0 
                 1273                 1268                  400       0.349938964902 
                 1644                  415                  100                  0.0 
                  684                  556                  300                  0.0 
                 2917                 1095                  150                  0.0 
                 2576                  179                  100                  0.0 
                 2784                 1462                  400       0.125940923058 
                 4475                  367                  100                  0.0 
                 2917                 1786                  150                  0.0 
                 2037                 2032                  400      0.0624728350867 
                 3799                 2664                  450     0.00454215492937 
                 5100                 1247                  300                  0.0 
                 1012                  474                  100                  0.0 
                 1467                  859                  500       0.512339598971 
                  228                  185                  100                  0.0 
                 2103                  205                  200                  0.0 
                 1147                  216                  150                  0.0 
                  186                  105                  100                  0.0 
                 1230                 1225                  350       0.277152476934 
                 2456                 1621                  200                  0.0 
                 5100                 5095                  400     0.00138237723193 
                 4389                 2884                  350    0.000122320135827 
                 2073                 1248                  450       0.265052664592 
                 2972                  320                  100                  0.0 
                 1488                 1072                  400       0.342745709564 
                  186                  138                  100                  0.0 
                  404                  315                  150                  0.0 
                 2342                 1086                  500       0.281859483579 
                 2037                  907                  400       0.251253745604 
                  356                  327                  300                  0.0 
                  471                  466                  200                  0.0 
                 2383                  981                  400       0.196265370491 
                 1917                 1912                  100                  0.0 
                 1508                 1152                  300                  0.0 
                 2415                  601                  450      0.0943474582977 
                  684                  373                  300                  0.0 
                  483                  478                  150                  0.0 
                  940                  405                  400       0.484644914518 
                  448                  404                  300                  0.0 
                 3799                 1871                  450      0.0881171322168 
                 1858                 1225                  150                  0.0 
                 1243                 1238                  250                  0.0 
                  688                  325                  150                  0.0 
                 3319                 2084                  200                  0.0 
                 1092                  664                  400        0.50205349514 
                 1488                  560                  400       0.348797330945 
                 2456                  310                  200                  0.0 
                 1769                  983                  300                  0.0 
                  625                  620                  400       0.521845477916 
                  399                  394                  250                  0.0 
                 1012                  153                  100                  0.0 
                 2073                  970                  450       0.294081137767 
                 2103                  445                  200                  0.0 
                 2757                  703                  350       0.103413671202 
                 2742                  887                  500       0.191288542931 
                 1298                  279                  200                  0.0 
                 3271                  878                  450       0.118185876577 
                 1262                 1257                  500       0.495975281553 
                 5100                 1591                  150                  0.0 
                 2342                 1402                  500       0.249311766059 
                 2972                  974                  100                  0.0 
