# prod        mhscp        mrec300
5.050000e+02  5.000000e+02  4.631900e-01
5.260000e+02  5.000000e+02  4.574863e-01
5.520000e+02  5.000000e+02  4.414001e-01
5.880000e+02  5.000000e+02  4.572070e-01
6.370000e+02  5.000000e+02  4.698017e-01
7.020000e+02  5.000000e+02  4.891696e-01
7.880000e+02  5.000000e+02  5.048751e-01
8.990000e+02  5.000000e+02  5.042011e-01
1.040000e+03  5.000000e+02  4.909198e-01
1.217000e+03  5.000000e+02  4.322142e-01
1.438000e+03  5.000000e+02  3.536385e-01
1.711000e+03  5.000000e+02  2.329112e-01
2.045000e+03  5.000000e+02  1.277353e-01
2.453000e+03  5.000000e+02  4.530640e-02
2.947000e+03  5.000000e+02  1.097719e-02
3.541000e+03  5.000000e+02  1.139490e-03
4.252000e+03  5.000000e+02  2.218745e-04
5.100000e+03  5.000000e+02  2.142425e-04
5.550000e+02  5.500000e+02  4.720776e-01
5.760000e+02  5.500000e+02  4.701000e-01
6.020000e+02  5.500000e+02  4.574271e-01
6.380000e+02  5.500000e+02  4.592910e-01
6.860000e+02  5.500000e+02  4.769352e-01
7.510000e+02  5.500000e+02  4.942756e-01
8.360000e+02  5.500000e+02  5.106307e-01
9.460000e+02  5.500000e+02  5.190168e-01
1.086000e+03  5.500000e+02  5.035394e-01
1.261000e+03  5.500000e+02  4.609010e-01
1.480000e+03  5.500000e+02  3.940607e-01
1.750000e+03  5.500000e+02  2.882424e-01
2.081000e+03  5.500000e+02  1.664714e-01
2.485000e+03  5.500000e+02  7.346393e-02
2.972000e+03  5.500000e+02  2.014767e-02
3.560000e+03  5.500000e+02  1.806450e-03
4.262000e+03  5.500000e+02  3.630905e-04
5.100000e+03  5.500000e+02  2.429474e-04
6.050000e+02  6.000000e+02  4.749753e-01
6.260000e+02  6.000000e+02  4.720277e-01
6.520000e+02  6.000000e+02  4.579707e-01
6.870000e+02  6.000000e+02  4.619832e-01
7.360000e+02  6.000000e+02  4.753853e-01
8.000000e+02  6.000000e+02  4.920982e-01
8.840000e+02  6.000000e+02  5.128530e-01
9.930000e+02  6.000000e+02  5.270003e-01
1.132000e+03  6.000000e+02  5.136123e-01
1.306000e+03  6.000000e+02  4.792579e-01
1.522000e+03  6.000000e+02  4.225098e-01
1.789000e+03  6.000000e+02  3.267620e-01
2.117000e+03  6.000000e+02  2.117817e-01
2.516000e+03  6.000000e+02  1.015200e-01
2.998000e+03  6.000000e+02  3.290557e-02
3.579000e+03  6.000000e+02  4.885155e-03
4.273000e+03  6.000000e+02  3.677433e-04
5.100000e+03  6.000000e+02  1.821507e-04
7.050000e+02  7.000000e+02  4.765188e-01
7.270000e+02  7.000000e+02  4.660126e-01
7.550000e+02  7.000000e+02  4.593708e-01
7.940000e+02  7.000000e+02  4.584823e-01
8.480000e+02  7.000000e+02  4.701836e-01
9.210000e+02  7.000000e+02  4.905186e-01
1.018000e+03  7.000000e+02  5.068139e-01
1.143000e+03  7.000000e+02  5.201483e-01
1.304000e+03  7.000000e+02  5.160868e-01
1.508000e+03  7.000000e+02  4.812177e-01
1.764000e+03  7.000000e+02  4.187358e-01
2.082000e+03  7.000000e+02  3.213189e-01
2.474000e+03  7.000000e+02  1.951704e-01
2.955000e+03  7.000000e+02  8.518003e-02
3.540000e+03  7.000000e+02  2.130220e-02
4.248000e+03  7.000000e+02  1.602704e-03
5.100000e+03  7.000000e+02  3.343271e-04
8.050000e+02  8.000000e+02  4.663331e-01
8.270000e+02  8.000000e+02  4.608718e-01
8.550000e+02  8.000000e+02  4.529725e-01
8.930000e+02  8.000000e+02  4.544386e-01
9.470000e+02  8.000000e+02  4.563427e-01
1.018000e+03  8.000000e+02  4.747986e-01
1.113000e+03  8.000000e+02  4.876512e-01
1.236000e+03  8.000000e+02  5.102955e-01
1.394000e+03  8.000000e+02  5.093813e-01
1.594000e+03  8.000000e+02  4.876595e-01
1.844000e+03  8.000000e+02  4.433509e-01
2.156000e+03  8.000000e+02  3.649393e-01
2.539000e+03  8.000000e+02  2.553055e-01
3.008000e+03  8.000000e+02  1.408502e-01
3.579000e+03  8.000000e+02  5.113990e-02
4.270000e+03  8.000000e+02  4.676272e-03
5.100000e+03  8.000000e+02  5.558082e-04
9.050000e+02  9.000000e+02  4.490654e-01
9.280000e+02  9.000000e+02  4.491815e-01
9.580000e+02  9.000000e+02  4.392653e-01
1.002000e+03  9.000000e+02  4.323076e-01
1.062000e+03  9.000000e+02  4.397761e-01
1.144000e+03  9.000000e+02  4.587540e-01
1.254000e+03  9.000000e+02  4.688440e-01
1.397000e+03  9.000000e+02  4.853788e-01
1.583000e+03  9.000000e+02  4.861880e-01
1.821000e+03  9.000000e+02  4.612928e-01
2.121000e+03  9.000000e+02  4.095352e-01
2.497000e+03  9.000000e+02  3.236449e-01
2.963000e+03  9.000000e+02  2.058724e-01
3.538000e+03  9.000000e+02  9.696964e-02
4.243000e+03  9.000000e+02  1.781376e-02
5.100000e+03  9.000000e+02  1.001520e-03
1.005000e+03  1.000000e+03  4.263339e-01
1.028000e+03  1.000000e+03  4.181477e-01
1.058000e+03  1.000000e+03  4.072718e-01
1.100000e+03  1.000000e+03  4.062078e-01
1.160000e+03  1.000000e+03  4.112647e-01
1.241000e+03  1.000000e+03  4.259498e-01
1.348000e+03  1.000000e+03  4.321042e-01
1.489000e+03  1.000000e+03  4.488392e-01
1.671000e+03  1.000000e+03  4.589565e-01
1.904000e+03  1.000000e+03  4.438261e-01
2.197000e+03  1.000000e+03  4.058551e-01
2.564000e+03  1.000000e+03  3.390165e-01
3.019000e+03  1.000000e+03  2.382930e-01
3.580000e+03  1.000000e+03  1.362461e-01
4.266000e+03  1.000000e+03  3.585337e-02
5.100000e+03  1.000000e+03  1.522690e-03
1.105000e+03  1.100000e+03  3.978591e-01
1.128000e+03  1.100000e+03  3.890442e-01
1.157000e+03  1.100000e+03  3.798503e-01
1.199000e+03  1.100000e+03  3.751151e-01
1.258000e+03  1.100000e+03  3.784825e-01
1.337000e+03  1.100000e+03  3.841566e-01
1.443000e+03  1.100000e+03  3.992292e-01
1.581000e+03  1.100000e+03  4.127637e-01
1.759000e+03  1.100000e+03  4.174102e-01
1.987000e+03  1.100000e+03  4.114673e-01
2.273000e+03  1.100000e+03  3.870519e-01
2.631000e+03  1.100000e+03  3.387481e-01
3.075000e+03  1.100000e+03  2.589225e-01
3.621000e+03  1.100000e+03  1.649185e-01
4.289000e+03  1.100000e+03  6.122866e-02
5.100000e+03  1.100000e+03  3.382485e-03
1.205000e+03  1.200000e+03  3.630875e-01
1.230000e+03  1.200000e+03  3.594936e-01
1.262000e+03  1.200000e+03  3.526503e-01
1.309000e+03  1.200000e+03  3.463274e-01
1.376000e+03  1.200000e+03  3.481566e-01
1.468000e+03  1.200000e+03  3.584616e-01
1.591000e+03  1.200000e+03  3.679856e-01
1.755000e+03  1.200000e+03  3.823541e-01
1.968000e+03  1.200000e+03  3.861175e-01
2.242000e+03  1.200000e+03  3.743141e-01
2.591000e+03  1.200000e+03  3.444303e-01
3.030000e+03  1.200000e+03  2.869139e-01
3.580000e+03  1.200000e+03  1.956674e-01
4.261000e+03  1.200000e+03  9.539716e-02
5.100000e+03  1.200000e+03  9.600843e-03
1.305000e+03  1.300000e+03  3.263846e-01
1.329000e+03  1.300000e+03  3.182867e-01
