mass[1000024, 1000023]      RefXSec[fb]
100.000000      10991.200000
125.000000      5626.390000
150.000000      2926.720000
175.000000      1323.960000
200.000000      901.560000
225.000000      411.120000
250.000000      305.200000
275.000000      178.230000
300.000000      174.330000
325.000000      103.590000
350.000000      43.160000
375.000000      20.520000
400.000000      31.020000
425.000000      9.939000
475.000000      9.836000
