mass[1000024, 1000023]      RefXSec[fb]
100.000000      10509.200000
125.000000      4675.440000
150.000000      2080.980000
175.000000      1397.220000
200.000000      611.040000
225.000000      465.620000
250.000000      293.260000
275.000000      211.990000
300.000000      144.240000
325.000000      68.520000
350.000000      47.440000
375.000000      22.600000
400.000000      22.500000
