426.8	210.3
427.7	210.8
431.9	210.9
435.1	212.9
436.1	213.5
440.	215.5
440.3	215.7
444.2	218.1
444.5	218.3
448.2	220.7
448.7	221
452.9	221
456.8	223.3
457.1	223.5
461.3	223.9
465.1	223.3
465.5	222.7
467.2	220.7
469.3	218.1
469.7	217.6
471.4	215.5
473.5	212.9
473.9	212.3
475.4	210.3
473.9	209.3
469.7	209
465.5	208.7
461.3	208.3
457.1	208
453.2	207.7
452.9	207.7
448.7	205.8
448.1	205.1
446.	202.5
444.5	200.6
443.9	199.9
443.7	197.3
443.9	194.7
444.2	192.1
444.4	189.5
444.5	188.5
444.7	186.9
444.9	184.3
445.1	181.7
445.4	179.1
445.6	176.5
445.9	173.9
446.1	171.3
446.4	168.7
446.6	166.1
446.9	163.5
447.1	160.9
447.4	158.3
447.6	155.7
447.7	153.1
447.2	150.5
444.5	148.8
443.	147.9
440.3	146.5
438.1	145.3
436.1	144.3
433.1	142.7
431.9	142
428.2	140.1
427.7	139.8
423.5	137.6
423.3	137.5
419.3	135.4
418.4	134.9
415.1	133.4
411.9	132.3
410.9	132
406.7	130.6
404.1	129.7
402.5	129.2
398.3	127.4
397.8	127.1
394.1	125
393.1	124.5
389.9	122.7
388.4	121.9
385.7	120.4
383.8	119.3
381.5	118.2
377.3	116.7
377.1	116.7
373.1	115.4
369.1	114.1
368.9	114
364.7	112.7
361.	111.5
360.5	111.3
356.3	110
353.	108.9
352.1	108.6
347.9	107.3
344.9	106.3
343.7	105.9
339.5	104.5
336.9	103.7
335.3	103.2
331.1	101.8
328.8	101.1
326.9	100.8
322.7	100
318.5	99.29
314.3	98.56
314.	98.5
310.1	98
305.9	96.17
305.7	95.9
305.9	95.39
306.6	93.3
307.4	90.7
308.2	88.1
309.1	85.5
309.9	82.9
310.1	82.21
310.7	80.3
311.5	77.7
312.4	75.1
314.3	73.67
315.9	72.5
318.5	70.64
319.5	69.9
322.7	67.64
323.2	67.3
326.8	64.7
326.9	64.64
330.5	62.1
331.1	61.64
334.1	59.5
335.3	58.54
337.6	56.9
339.5	55.27
340.8	54.3
343.7	51.77
343.8	51.7
343.7	51.69
339.5	51.46
335.3	51.26
331.1	51.1
326.9	50.95
322.7	50.83
318.5	50.72
314.3	50.63
310.1	50.54
305.9	50.47
301.7	50.4
297.5	50.35
293.3	50.31
289.1	50.28
284.9	50.25
280.7	50.22
276.5	50.19
272.3	50.26
268.1	50.31
263.9	50.36
259.7	50.42
255.5	50.48
251.3	50.55
247.1	50.9
243.	51.7
245.	54.3
247.1	56.86
247.1	56.9
250.	59.5
251.3	60.74
255.5	61.95
255.8	62.1
258.4	64.7
259.7	65.92
261.1	67.3
263.8	69.9
263.9	69.94
267.5	72.5
268.1	72.89
271.5	75.1
268.1	76.78
266.2	77.7
263.9	78.85
261.	80.3
259.7	80.92
255.7	82.9
255.5	83
251.3	85.07
249.1	85.5
247.1	85.9
242.9	87.04
241.5	88.1
239.2	90.7
238.7	91.69
234.5	91.85
230.3	90.75
230.1	90.7
226.1	89.98
221.9	89.24
217.7	88.59
214.4	88.1
213.5	87.95
209.3	87.24
205.1	86.46
200.9	85.58
200.5	85.5
196.7	84.33
193.2	82.9
192.5	82.48
188.3	82.48
185.5	82.9
184.1	82.94
183.9	82.9
179.9	82.1
175.7	81.82
171.5	81.54
170.3	82.9
171.5	83.66
175.7	83.55
177.8	85.5
179.9	86.83
181.6	88.1
184.1	89.65
185.8	90.7
188.3	92.26
190.	93.3
192.5	94.86
196.7	94.86
198.4	95.9
200.9	97.46
202.6	98.5
205.1	100.1
206.8	101.1
209.3	102.7
211.	103.7
213.5	105.3
215.2	106.3
217.7	107.9
221.9	107.9
223.6	108.9
226.1	110.5
227.8	111.5
230.3	113.1
232.	114.1
234.5	115.7
236.2	116.7
238.7	118.3
242.9	118.2
244.6	119.3
247.1	120.9
248.8	121.9
251.3	123.5
253.	124.5
255.5	126.1
257.3	127.1
259.7	128.6
263.9	128.7
265.6	129.7
268.1	131.3
269.8	132.3
272.3	133.9
274.	134.9
276.5	136.4
278.4	137.5
280.7	138.9
284.9	139.1
286.6	140.1
289.1	141.7
290.8	142.7
293.3	144.3
295.2	145.3
297.5	146.7
301.7	146.9
303.4	147.9
305.9	149.5
307.6	150.5
310.1	152.1
311.9	153.1
314.3	154.6
316.4	155.7
318.5	157
322.7	157.3
324.4	158.3
326.9	159.9
328.6	160.9
331.1	162.5
333.1	163.5
335.3	164.8
337.6	166.1
339.5	167.3
343.7	167.7
345.4	168.7
347.9	170.3
349.8	171.3
352.1	172.8
354.4	173.9
356.3	175.1
358.9	176.5
360.5	177.5
364.7	177.9
366.6	179.1
368.9	180.5
371.	181.7
373.1	183
375.6	184.3
377.3	185.3
380.3	186.9
381.5	187.7
385.7	188.1
388.	189.5
389.9	190.7
392.4	192.1
394.1	193.2
396.9	194.7
398.3	195.6
401.5	197.3
402.5	197.9
406.7	198.2
409.4	199.9
410.9	200.8
413.7	202.5
415.1	203.4
418.3	205.1
419.3	205.7
422.8	207.7
423.5	208.1
426.8	210.3
