#MA5 EffMap for txName: T5WW , Analysis: cms_sus_13_012 , SR: 8NJetinf_1000HT1250_200MHTinf
# Mother Interm Daughter  Eff. 
1020   50   0.0026657
300   0   0.0001017
1500   600   0.0027334
1440   400   0.0020623
840   200   0.0053577
1320   0   0.0001183
360.0   306.0   0.0000350
840   300   0.0041115
1260   700   0.0030487
900   250   0.0047483
780   250   0.0038053
1680.0   400.0   0.0008965
1500   650   0.0025384
1560   250   0.0011120
840.0   650.0   0.0003996
300   100   0.0002394
840   0   0.0015893
1500   550   0.0021392
1680.0   300.0   0.0005906
1200   100   0.0019642
1380   700   0.0031272
1380   350   0.0026210
420   200   0.0003242
840   350   0.0026582
1020   0   0.0007758
480.0   432.0   0.0000182
1020   450   0.0030053
900   450   0.0025611
360.0   315.0   0.0000000
1320.0   550.0   0.0029744
1440   700   0.0023315
1200   150   0.0025379
1680.0   500.0   0.0011679
1260   100   0.0015858
1200   350   0.0042566
660   600   0.0000185
1680.0   50.0   0.0000959
1020   100   0.0041046
420.0   378.0   0.0000000
360   300   0.0000000
660   300   0.0019617
60.0   18.0   0.0000000
1080   700   0.0019250
1080   50   0.0015975
720   50   0.0057270
540   300   0.0006050
1260   50   0.0006819
1020   400   0.0037594
1620   550   0.0015202
840   50   0.0052669
60.0   0.0   0.0000000
1080   0   0.0006849
300.0   252.0   0.0000000
540   150   0.0020048
480   50   0.0018948
540   0   0.0012111
1080   150   0.0044041
1200   700   0.0024932
360   50   0.0004398
1680.0   700.0   0.0015052
1140   200   0.0035063
360   250   0.0000884
1020   150   0.0054640
900   200   0.0053759
720   250   0.0031480
780   200   0.0045053
1200   200   0.0035785
1140   350   0.0040729
900   0   0.0012044
900   600   0.0011830
1620   450   0.0014078
480   150   0.0008581
240   150   0.0000162
540   50   0.0029857
720   300   0.0020791
960   100   0.0053230
960   50   0.0033643
120.0   50.0   0.0000000
600   0   0.0017007
420   150   0.0004297
300   150   0.0001529
300   50   0.0001699
1200   0   0.0003600
1140   500   0.0033268
180.0   100.0   0.0000000
600   300   0.0009725
1500   700   0.0024796
1020   350   0.0049014
