Path: /HepData/8678/d188-x1-y1
Signal acceptance times reconstruction efficiency in PCT for SR6jm
Location: Auxiliary Figure 43b
RE : P P --> GLUINO < QUARK QUARK NEUTRALINO > GLUINO < QUARK QUARK NEUTRALINO >
SQRT(S) : 8000.0 GeV
x : GLUINO MASS IN GEV
x2: GLUINO MASS IN GEV
y : Signal acceptance times reconstruction efficiency in PCT
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	
	1150.0	1150.0	1150.0		1100.0	1100.0	1100.0	0.0
	1162.0	1162.0	1162.0		1087.0	1087.0	1087.0	6.591E-4
	1200.0	1200.0	1200.0		1050.0	1050.0	1050.0	0.001665
	1237.0	1237.0	1237.0		1012.0	1012.0	1012.0	0.003794
	1275.0	1275.0	1275.0		975.0	975.0	975.0	0.008814
	1312.0	1312.0	1312.0		937.0	937.0	937.0	0.01837
	1350.0	1350.0	1350.0		900.0	900.0	900.0	0.02259
	1387.0	1387.0	1387.0		862.0	862.0	862.0	0.04103
	1425.0	1425.0	1425.0		825.0	825.0	825.0	0.04738
	1462.0	1462.0	1462.0		787.0	787.0	787.0	0.06749
	1500.0	1500.0	1500.0		750.0	750.0	750.0	0.06603
	1537.0	1537.0	1537.0		712.0	712.0	712.0	0.08036
	1575.0	1575.0	1575.0		675.0	675.0	675.0	0.08309
	1612.0	1612.0	1612.0		637.0	637.0	637.0	0.09285
	1650.0	1650.0	1650.0		600.0	600.0	600.0	0.09845
	1687.0	1687.0	1687.0		562.0	562.0	562.0	0.1129
	1725.0	1725.0	1725.0		525.0	525.0	525.0	0.1154
	1762.0	1762.0	1762.0		487.0	487.0	487.0	0.1196
	1800.0	1800.0	1800.0		450.0	450.0	450.0	0.1159
	1212.0	1212.0	1212.0		1187.0	1187.0	1187.0	1.2E-4
	1225.0	1225.0	1225.0		1175.0	1175.0	1175.0	3.436E-5
	1237.0	1237.0	1237.0		1162.0	1162.0	1162.0	1.185E-4
	1275.0	1275.0	1275.0		1125.0	1125.0	1125.0	0.001723
	1312.0	1312.0	1312.0		1087.0	1087.0	1087.0	0.00496
	1350.0	1350.0	1350.0		1050.0	1050.0	1050.0	0.006866
	1387.0	1387.0	1387.0		1012.0	1012.0	1012.0	0.01582
	1425.0	1425.0	1425.0		975.0	975.0	975.0	0.02243
	1462.0	1462.0	1462.0		937.0	937.0	937.0	0.04489
	1500.0	1500.0	1500.0		900.0	900.0	900.0	0.05287
	1537.0	1537.0	1537.0		862.0	862.0	862.0	0.06723
	1575.0	1575.0	1575.0		825.0	825.0	825.0	0.07507
	1612.0	1612.0	1612.0		787.0	787.0	787.0	0.08568
	1650.0	1650.0	1650.0		750.0	750.0	750.0	0.08975
	1687.0	1687.0	1687.0		712.0	712.0	712.0	0.09653
	1725.0	1725.0	1725.0		675.0	675.0	675.0	0.09842
	1762.0	1762.0	1762.0		637.0	637.0	637.0	0.1153
	1800.0	1800.0	1800.0		600.0	600.0	600.0	0.1241
	1350.0	1350.0	1350.0		1200.0	1200.0	1200.0	0.001181
	1387.0	1387.0	1387.0		1162.0	1162.0	1162.0	0.003089
	1425.0	1425.0	1425.0		1125.0	1125.0	1125.0	0.009882
	1462.0	1462.0	1462.0		1087.0	1087.0	1087.0	0.01895
	1500.0	1500.0	1500.0		1050.0	1050.0	1050.0	0.03017
	1537.0	1537.0	1537.0		1012.0	1012.0	1012.0	0.04056
	1575.0	1575.0	1575.0		975.0	975.0	975.0	0.05269
	1612.0	1612.0	1612.0		937.0	937.0	937.0	0.05746
	1650.0	1650.0	1650.0		900.0	900.0	900.0	0.07159
	1687.0	1687.0	1687.0		862.0	862.0	862.0	0.07928
	1725.0	1725.0	1725.0		825.0	825.0	825.0	0.08461
	1762.0	1762.0	1762.0		787.0	787.0	787.0	0.09612
	1800.0	1800.0	1800.0		750.0	750.0	750.0	0.1042
	1500.0	1500.0	1500.0		1200.0	1200.0	1200.0	0.007604
	1537.0	1537.0	1537.0		1162.0	1162.0	1162.0	0.01771
	1575.0	1575.0	1575.0		1125.0	1125.0	1125.0	0.02479
	1612.0	1612.0	1612.0		1087.0	1087.0	1087.0	0.03519
	1650.0	1650.0	1650.0		1050.0	1050.0	1050.0	0.05281
	1687.0	1687.0	1687.0		1012.0	1012.0	1012.0	0.06201
	1725.0	1725.0	1725.0		975.0	975.0	975.0	0.06991
	1762.0	1762.0	1762.0		937.0	937.0	937.0	0.08556
	1800.0	1800.0	1800.0		900.0	900.0	900.0	0.08969
	1650.0	1650.0	1650.0		1200.0	1200.0	1200.0	0.02269
	1687.0	1687.0	1687.0		1162.0	1162.0	1162.0	0.03912
	1725.0	1725.0	1725.0		1125.0	1125.0	1125.0	0.05095
	1762.0	1762.0	1762.0		1087.0	1087.0	1087.0	0.05454
	1800.0	1800.0	1800.0		1050.0	1050.0	1050.0	0.06966
	1800.0	1800.0	1800.0		1200.0	1200.0	1200.0	0.04804

