1025.0		65.0		0.024
1025.0		225.0		0.029
1025.0		385.0		0.041
1025.0		545.0		0.092
1065.0		185.0		0.032
1065.0		665.0		0.22
1105.0		145.0		0.023
1105.0		785.0		0.31
1145.0		585.0		0.065
1185.0		385.0		0.036
1185.0		545.0		0.052
1185.0		705.0		0.13
1225.0		185.0		0.022
1225.0		345.0		0.026
1225.0		505.0		0.030
1265.0		145.0		0.019
1265.0		305.0		0.024
1265.0		465.0		0.029
1265.0		625.0		0.043
1305.0		105.0		0.018
1305.0		265.0		0.021
1305.0		425.0		0.027
1305.0		585.0		0.031
1345.0		65.0		0.017
1345.0		225.0		0.019
1345.0		385.0		0.025
1345.0		545.0		0.028
1385.0		185.0		0.019
1385.0		345.0		0.024
1385.0		505.0		0.028
1425.0		145.0		0.014
1425.0		305.0		0.017
1425.0		465.0		0.020
1465.0		58.0		0.031
1465.0		105.0		0.018
1465.0		265.0		0.021
1465.0		425.0		0.025
397.0		372.0		108.11
425.0		185.0		0.65
425.0		345.0		14.59
465.0		305.0		1.60
477.0		452.0		216.15
505.0		105.0		0.38
505.0		265.0		0.94
545.0		385.0		0.49
557.0		532.0		238.99
585.0		185.0		0.23
585.0		345.0		0.53
585.0		505.0		5.08
625.0		305.0		0.23
625.0		465.0		1.06
665.0		105.0		0.13
665.0		265.0		0.22
665.0		425.0		1.66
665.0		585.0		11.21
705.0		385.0		0.19
745.0		185.0		0.086
745.0		345.0		0.25
745.0		505.0		0.40
745.0		665.0		11.20
785.0		465.0		0.22
825.0		105.0		0.048
825.0		265.0		0.11
825.0		425.0		0.26
825.0		585.0		0.47
825.0		745.0		9.55
865.0		225.0		0.032
865.0		545.0		0.22
905.0		185.0		0.036
905.0		345.0		0.060
905.0		505.0		0.16
945.0		145.0		0.021
945.0		305.0		0.032
945.0		465.0		0.083
985.0		105.0		0.031
985.0		265.0		0.042
985.0		425.0		0.079
985.0		585.0		0.22
985.0		745.0		0.77

