1025.0		65.0		0.087
1025.0		385.0		0.10
1025.0		545.0		0.13
1025.0		705.0		0.38
1065.0		25.0		0.094
1065.0		185.0		0.091
1065.0		345.0		0.10
1065.0		505.0		0.13
1065.0		665.0		0.22
1105.0		145.0		0.076
1105.0		305.0		0.090
1105.0		465.0		0.099
1105.0		625.0		0.13
1145.0		105.0		0.092
1145.0		265.0		0.095
1145.0		425.0		0.11
1145.0		585.0		0.12
1185.0		65.0		0.088
1185.0		225.0		0.087
1185.0		385.0		0.10
1185.0		545.0		0.12
225.0		145.0		47.69
227.0		202.0		279.36
240.0		190.0		129.65
257.0		232.0		489.10
265.0		105.0		22.75
275.0		35.0		9.04
287.0		262.0		20.84
295.0		135.0		4.11
305.0		65.0		5.83
317.0		292.0		23.46
325.0		165.0		2.53
335.0		95.0		1.73
355.0		195.0		0.94
365.0		125.0		1.07
375.0		55.0		0.56
385.0		225.0		1.27
395.0		155.0		0.90
397.0		372.0		7.95
405.0		85.0		0.59
410.0		360.0		1.53
425.0		185.0		1.10
435.0		115.0		0.23
445.0		45.0		0.32
465.0		145.0		0.74
465.0		305.0		1.34
475.0		75.0		0.19
477.0		452.0		3.12
490.0		440.0		1.01
505.0		105.0		0.39
505.0		265.0		1.26
505.0		425.0		1.45
515.0		35.0		0.11
545.0		65.0		0.21
545.0		385.0		1.21
557.0		532.0		1.93
570.0		520.0		0.65
585.0		25.0		0.22
585.0		185.0		0.36
585.0		345.0		0.83
585.0		505.0		1.13
625.0		145.0		0.11
625.0		305.0		0.32
625.0		465.0		1.15
637.0		612.0		2.14
650.0		600.0		0.54
665.0		105.0		0.12
665.0		265.0		0.20
665.0		425.0		0.87
665.0		585.0		1.38
705.0		545.0		1.25
717.0		692.0		2.11
730.0		680.0		0.47
745.0		25.0		0.12
745.0		185.0		0.10
745.0		345.0		0.19
745.0		505.0		0.74
745.0		665.0		1.76
785.0		145.0		0.080
785.0		305.0		0.097
785.0		465.0		0.31
785.0		625.0		1.14
810.0		760.0		0.39
825.0		105.0		0.10
825.0		265.0		0.10
825.0		425.0		0.17
825.0		585.0		0.28
865.0		65.0		0.091
865.0		225.0		0.092
865.0		385.0		0.11
865.0		545.0		0.28
865.0		705.0		1.37
905.0		25.0		0.096
905.0		185.0		0.10
905.0		345.0		0.11
905.0		505.0		0.19
905.0		665.0		1.06
945.0		145.0		0.077
945.0		305.0		0.086
945.0		465.0		0.11
945.0		625.0		0.29
985.0		105.0		0.085
985.0		425.0		0.11
985.0		585.0		0.18

