1025.0		65.0		0.041
1025.0		225.0		0.039
1025.0		385.0		0.053
1025.0		545.0		0.11
1065.0		25.0		0.049
1065.0		185.0		0.054
1065.0		345.0		0.053
1065.0		505.0		0.078
1065.0		665.0		0.25
1105.0		305.0		0.037
1105.0		465.0		0.051
1105.0		785.0		0.17
1145.0		265.0		0.037
1145.0		425.0		0.042
1145.0		585.0		0.067
1185.0		65.0		0.042
1185.0		225.0		0.043
1185.0		385.0		0.045
1185.0		545.0		0.070
1185.0		705.0		0.13
285.0		205.0		59.18
345.0		265.0		16.21
385.0		225.0		6.52
425.0		345.0		74.50
465.0		305.0		2.01
505.0		265.0		1.43
545.0		225.0		0.44
545.0		385.0		32.12
585.0		25.0		0.42
585.0		185.0		1.03
585.0		345.0		1.37
585.0		505.0		46.76
625.0		145.0		0.32
625.0		305.0		0.21
625.0		465.0		3.54
665.0		105.0		0.21
665.0		265.0		0.51
665.0		425.0		2.47
665.0		585.0		10.28
705.0		65.0		0.16
705.0		225.0		0.23
705.0		385.0		1.06
705.0		545.0		2.76
745.0		185.0		0.16
745.0		345.0		0.41
745.0		505.0		4.45
745.0		665.0		5.49
785.0		145.0		0.074
785.0		305.0		0.12
785.0		465.0		0.38
825.0		105.0		0.10
825.0		265.0		0.13
825.0		425.0		0.25
825.0		585.0		1.62
865.0		65.0		0.066
865.0		225.0		0.066
865.0		385.0		0.12
865.0		545.0		0.43
905.0		25.0		0.082
905.0		185.0		0.069
905.0		345.0		0.14
905.0		505.0		0.31
905.0		665.0		0.86
945.0		145.0		0.037
945.0		305.0		0.049
945.0		465.0		0.082
985.0		265.0		0.066
985.0		425.0		0.10
985.0		585.0		0.30
985.0		745.0		0.99


