#               mhscp              mrec200 
                 5000    0.000197480976449 
                  600       0.288663186917 
                 1000       0.264478237449 
                 2800      0.0164737746678 
                 1500       0.109524317674 
                 1400       0.133736663833 
                 1250       0.203095678688 
                  550       0.281301751188 
                  750       0.302858805561 
                  200                  0.0 
                  150                  0.0 
                  900        0.28643218368 
                 2400      0.0203902856211 
                  950       0.270829711333 
                  100                  0.0 
                 1700      0.0986894128691 
                 4000     0.00234998477821 
                 3000      0.0121237613909 
                 1450       0.119461048822 
                  650       0.292767243023 
                 2600      0.0188677673984 
                 2000      0.0491440212305 
                  700       0.298669739352 
                 1600       0.104695231678 
                  850       0.291970699355 
                 2200      0.0275318458745 
                 1100       0.241606136076 
                 1800      0.0844902674604 
                  250                  0.0 
                  350       0.211654201956 
                  400       0.233230315511 
                 4500     0.00089926193157 
                 1200       0.217723328872 
                  800       0.301620812454 
                 1350       0.156491721791 
                 3500     0.00578985073907 
                  450       0.249545138463 
                 1900      0.0644431979808 
                 1300       0.182492881744 
                  300                  0.0 
                  500       0.270651966355 
                 1050       0.252634051932 
                 1150       0.228957139436 
