## HSCPM5 efficiencies
## x	y	z	 effi
1605.0	1100.0	360.0	0.416
1605.0	1100.0	380.0	0.463
1605.0	1100.0	400.0	0.5
1605.0	1100.0	430.0	0.556
1605.0	1100.0	480.0	0.622
1605.0	1100.0	640.0	0.698
1605.0	1100.0	850.0	0.636
1605.0	1100.0	960.0	0.577
1605.0	1150.0	170.0	0.00939
1605.0	1150.0	200.0	0.0323
1605.0	1150.0	240.0	0.0873
1605.0	1200.0	170.0	0.00622
1605.0	1200.0	200.0	0.0209
1605.0	1200.0	240.0	0.0671
1605.0	1200.0	280.0	0.148
1605.0	1250.0	170.0	0.00331
1605.0	1250.0	200.0	0.0146
1605.0	1250.0	240.0	0.0508
1605.0	1250.0	280.0	0.12
1605.0	1300.0	170.0	0.00249
1605.0	1300.0	200.0	0.00932
1605.0	1300.0	240.0	0.0375
1605.0	1300.0	280.0	0.0966
1605.0	1300.0	300.0	0.138
1605.0	1350.0	170.0	0.0016
1605.0	1350.0	200.0	0.00683
1605.0	1350.0	240.0	0.0281
1605.0	1350.0	280.0	0.0772
1605.0	1350.0	300.0	0.11
1605.0	1350.0	320.0	0.152
1605.0	1400.0	170.0	0.000694
1605.0	1400.0	200.0	0.00407
1605.0	1400.0	240.0	0.0192
1605.0	1400.0	280.0	0.0608
1605.0	1400.0	300.0	0.0913
1605.0	1400.0	320.0	0.127
1605.0	1450.0	170.0	0.000626
1605.0	1450.0	200.0	0.003
1605.0	1450.0	240.0	0.0141
1605.0	1450.0	280.0	0.0476
1605.0	1450.0	300.0	0.0744
1605.0	1450.0	320.0	0.103
1605.0	1450.0	340.0	0.14
1605.0	1500.0	170.0	0.00032
1605.0	1500.0	200.0	0.00176
1605.0	1500.0	240.0	0.0105
1605.0	1500.0	280.0	0.0372
1605.0	1500.0	300.0	0.0581
1605.0	1500.0	320.0	0.0858
1605.0	1500.0	340.0	0.121
1605.0	1500.0	360.0	0.158
1605.0	1500.0	380.0	0.198
1605.0	1500.0	400.0	0.246
1605.0	1500.0	430.0	0.319
1605.0	1500.0	480.0	0.426
1605.0	1500.0	640.0	0.631
1605.0	1500.0	850.0	0.653
1605.0	1500.0	960.0	0.597
1605.0	1500.0	1100.0	0.494
1605.0	1500.0	1400.0	0.247
1605.0	1550.0	170.0	0.000191
1605.0	1550.0	200.0	0.00108
1605.0	1550.0	240.0	0.00755
1605.0	1550.0	280.0	0.0301
1605.0	1550.0	300.0	0.0485
1605.0	1550.0	320.0	0.0699
1605.0	1550.0	340.0	0.101
1605.0	1550.0	360.0	0.137
1605.0	1600.0	170.0	9.97e-05
1605.0	1600.0	200.0	0.000946
1605.0	1600.0	240.0	0.00569
1605.0	1600.0	280.0	0.0246
1605.0	1600.0	300.0	0.0383
1605.0	1600.0	320.0	0.0579
1605.0	1600.0	340.0	0.0867
1605.0	1600.0	360.0	0.116
1605.0	1600.0	380.0	0.148
1605.0	1600.0	1590.0	0.172
1805.0	200.0	170.0	0.000717
1805.0	250.0	170.0	0.00653
1805.0	250.0	200.0	0.0037
1805.0	250.0	240.0	0.00273
1805.0	300.0	170.0	0.0363
1805.0	300.0	200.0	0.0254
1805.0	300.0	240.0	0.0175
1805.0	300.0	280.0	0.0147
1805.0	350.0	170.0	0.0864
1805.0	350.0	200.0	0.0784
1805.0	350.0	240.0	0.0626
1805.0	350.0	280.0	0.0534
1805.0	350.0	300.0	0.048
1805.0	350.0	320.0	0.0461
1805.0	350.0	340.0	0.047
1805.0	400.0	170.0	0.132
1805.0	400.0	200.0	0.142
1805.0	400.0	240.0	0.131
1805.0	400.0	280.0	0.121
1805.0	400.0	300.0	0.113
1805.0	400.0	320.0	0.107
1805.0	400.0	340.0	0.107
1805.0	400.0	360.0	0.108
1805.0	400.0	380.0	0.103
1805.0	450.0	170.0	0.157
1805.0	450.0	200.0	0.187
1805.0	450.0	240.0	0.198
1805.0	450.0	280.0	0.199
1805.0	450.0	300.0	0.2
1805.0	450.0	320.0	0.196
1805.0	450.0	340.0	0.193
1805.0	450.0	360.0	0.192
1805.0	450.0	380.0	0.193
1805.0	450.0	400.0	0.195
1805.0	450.0	430.0	0.19
1805.0	500.0	170.0	0.166
1805.0	500.0	200.0	0.212
1805.0	500.0	240.0	0.241
1805.0	500.0	280.0	0.267
1805.0	500.0	300.0	0.273
1805.0	500.0	320.0	0.277
1805.0	500.0	340.0	0.28
1805.0	500.0	360.0	0.275
1805.0	500.0	380.0	0.281
1805.0	500.0	400.0	0.281
1805.0	500.0	430.0	0.289
1805.0	500.0	480.0	0.283
1805.0	550.0	170.0	0.172
1805.0	550.0	200.0	0.22
1805.0	550.0	240.0	0.271
1805.0	550.0	280.0	0.311
1805.0	550.0	300.0	0.322
1805.0	550.0	320.0	0.333
1805.0	550.0	340.0	0.341
1805.0	550.0	360.0	0.356
1805.0	550.0	380.0	0.365
1805.0	550.0	400.0	0.367
1805.0	550.0	430.0	0.375
1805.0	550.0	480.0	0.386
1805.0	600.0	200.0	0.223
1805.0	600.0	240.0	0.277
1805.0	600.0	280.0	0.335
1805.0	600.0	300.0	0.356
1805.0	600.0	320.0	0.373
1805.0	600.0	340.0	0.393
1805.0	600.0	360.0	0.41
1805.0	600.0	380.0	0.423
1805.0	600.0	400.0	0.439
1805.0	600.0	430.0	0.452
1805.0	600.0	480.0	0.463
1805.0	650.0	340.0	0.419
1805.0	650.0	360.0	0.442
1805.0	650.0	380.0	0.46
1805.0	650.0	400.0	0.477
1805.0	650.0	430.0	0.5
1805.0	650.0	480.0	0.519
1805.0	650.0	640.0	0.526
1805.0	700.0	480.0	0.562
1805.0	700.0	640.0	0.59
1805.0	750.0	170.0	0.136
1805.0	750.0	640.0	0.627
1805.0	800.0	170.0	0.116
1805.0	800.0	200.0	0.184
1805.0	800.0	280.0	0.337
1805.0	800.0	300.0	0.375
1805.0	800.0	320.0	0.401
1805.0	800.0	340.0	0.436
1805.0	800.0	360.0	0.462
1805.0	800.0	380.0	0.495
1805.0	800.0	400.0	0.52
1805.0	800.0	430.0	0.557
1805.0	800.0	480.0	0.601
1805.0	800.0	640.0	0.651
1805.0	850.0	170.0	0.0971
1805.0	850.0	200.0	0.163
1805.0	900.0	170.0	0.0772
1805.0	900.0	200.0	0.139
1805.0	950.0	170.0	0.0582
1805.0	950.0	200.0	0.113
1805.0	1000.0	170.0	0.0415
1805.0	1000.0	200.0	0.0907
1805.0	1050.0	170.0	0.0307
1805.0	1050.0	200.0	0.07
1805.0	1050.0	240.0	0.144
1805.0	1100.0	170.0	0.0195
1805.0	1100.0	200.0	0.0513
1805.0	1100.0	240.0	0.12
1805.0	1100.0	280.0	0.21
1805.0	1100.0	300.0	0.26
1805.0	1100.0	320.0	0.308
1805.0	1100.0	340.0	0.35
1805.0	1100.0	360.0	0.402
1805.0	1100.0	380.0	0.438
1805.0	1100.0	400.0	0.475
1805.0	1100.0	430.0	0.532
1805.0	1100.0	480.0	0.595
1805.0	1100.0	640.0	0.679
1805.0	1100.0	850.0	0.647
1805.0	1100.0	960.0	0.594
1805.0	1150.0	170.0	0.0127
1805.0	1150.0	200.0	0.0372
1805.0	1150.0	240.0	0.0946
1805.0	1200.0	170.0	0.00746
1805.0	1200.0	200.0	0.025
1805.0	1200.0	240.0	0.0741
1805.0	1200.0	280.0	0.152
1805.0	1250.0	170.0	0.00464
1805.0	1250.0	200.0	0.0158
1805.0	1250.0	240.0	0.0559
1805.0	1250.0	280.0	0.123
1805.0	1300.0	170.0	0.00243
1805.0	1300.0	200.0	0.0105
1805.0	1300.0	240.0	0.0402
1805.0	1300.0	280.0	0.103
1805.0	1300.0	300.0	0.139
1805.0	1350.0	170.0	0.00154
1805.0	1350.0	200.0	0.00696
1805.0	1350.0	240.0	0.0274
1805.0	1350.0	280.0	0.0758
1805.0	1350.0	300.0	0.112
1805.0	1350.0	320.0	0.151
1805.0	1400.0	170.0	0.000779
1805.0	1400.0	200.0	0.00406
1805.0	1400.0	240.0	0.0198
1805.0	1400.0	280.0	0.0605
1805.0	1400.0	300.0	0.0905
1805.0	1400.0	320.0	0.126
1805.0	1450.0	170.0	0.000528
1805.0	1450.0	200.0	0.00224
1805.0	1450.0	240.0	0.0137
1805.0	1450.0	280.0	0.0461
1805.0	1450.0	300.0	0.0715
1805.0	1450.0	320.0	0.1
1805.0	1450.0	340.0	0.139
1805.0	1500.0	170.0	0.000272
1805.0	1500.0	200.0	0.00161
1805.0	1500.0	240.0	0.0091
1805.0	1500.0	280.0	0.0347
1805.0	1500.0	300.0	0.054
1805.0	1500.0	320.0	0.0817
1805.0	1500.0	340.0	0.113
1805.0	1500.0	360.0	0.154
1805.0	1500.0	380.0	0.193
1805.0	1500.0	400.0	0.238
1805.0	1500.0	430.0	0.309
1805.0	1500.0	480.0	0.419
1805.0	1500.0	640.0	0.63
1805.0	1500.0	850.0	0.649
1805.0	1500.0	960.0	0.585
1805.0	1500.0	1100.0	0.485
1805.0	1500.0	1400.0	0.235
1805.0	1550.0	170.0	0.000131
1805.0	1550.0	200.0	0.00111
1805.0	1550.0	240.0	0.00623
1805.0	1550.0	280.0	0.0245
1805.0	1550.0	300.0	0.0424
1805.0	1550.0	320.0	0.0652
1805.0	1550.0	340.0	0.0936
1805.0	1550.0	360.0	0.127
1805.0	1600.0	170.0	0.000131
1805.0	1600.0	200.0	0.000688
1805.0	1600.0	240.0	0.00381
1805.0	1600.0	280.0	0.0198
1805.0	1600.0	300.0	0.0312
1805.0	1600.0	320.0	0.0526
1805.0	1600.0	340.0	0.0763
1805.0	1600.0	360.0	0.106
1805.0	1600.0	380.0	0.138
1805.0	1650.0	170.0	0.000102
1805.0	1650.0	200.0	0.000244
1805.0	1650.0	240.0	0.00263
1805.0	1650.0	280.0	0.0136
1805.0	1650.0	300.0	0.0251
1805.0	1650.0	320.0	0.0385
1805.0	1650.0	340.0	0.0609
1805.0	1650.0	360.0	0.0884
1805.0	1650.0	380.0	0.119
1805.0	1700.0	170.0	5.52e-05
1805.0	1700.0	200.0	0.000294
1805.0	1700.0	240.0	0.00194
1805.0	1700.0	280.0	0.0105
1805.0	1700.0	300.0	0.0188
1805.0	1700.0	320.0	0.03
1805.0	1700.0	340.0	0.0487
1805.0	1700.0	360.0	0.0728
1805.0	1700.0	380.0	0.0998
1805.0	1700.0	400.0	0.135
1805.0	1750.0	170.0	2.69e-05
1805.0	1750.0	200.0	0.00022
1805.0	1750.0	240.0	0.0014
1805.0	1750.0	280.0	0.00749
1805.0	1750.0	300.0	0.014
1805.0	1750.0	320.0	0.0239
1805.0	1750.0	340.0	0.0404
1805.0	1750.0	360.0	0.06
1805.0	1750.0	380.0	0.0842
1805.0	1750.0	400.0	0.113
1805.0	1800.0	170.0	5.34e-05
1805.0	1800.0	200.0	0.000215
1805.0	1800.0	240.0	0.000829
1805.0	1800.0	280.0	0.00557
1805.0	1800.0	300.0	0.0107
1805.0	1800.0	320.0	0.0195
1805.0	1800.0	340.0	0.0306
1805.0	1800.0	360.0	0.0493
1805.0	1800.0	380.0	0.07
1805.0	1800.0	400.0	0.0976
1805.0	1800.0	430.0	0.145
1805.0	1800.0	480.0	0.232
1805.0	1800.0	640.0	0.501
1805.0	1800.0	850.0	0.621
1805.0	1800.0	960.0	0.592
1805.0	1800.0	1100.0	0.514
1805.0	1800.0	1400.0	0.246
1805.0	1800.0	1500.0	0.178
1805.0	1800.0	1700.0	0.148
1805.0	1800.0	1790.0	0.119
2005.0	200.0	170.0	0.000147
2005.0	250.0	170.0	0.002
2005.0	250.0	200.0	0.0012
2005.0	250.0	240.0	0.000842
2005.0	300.0	170.0	0.0172
2005.0	300.0	200.0	0.0103
2005.0	300.0	240.0	0.00537
2005.0	300.0	280.0	0.00414
2005.0	350.0	170.0	0.0559
2005.0	350.0	200.0	0.0443
2005.0	350.0	240.0	0.0294
2005.0	350.0	280.0	0.022
2005.0	350.0	300.0	0.0172
2005.0	350.0	320.0	0.0161
2005.0	350.0	340.0	0.0161
2005.0	400.0	170.0	0.102
2005.0	400.0	200.0	0.0975
2005.0	400.0	240.0	0.0809
2005.0	400.0	280.0	0.065
2005.0	400.0	300.0	0.0596
2005.0	400.0	320.0	0.0523
2005.0	400.0	340.0	0.0499
2005.0	400.0	360.0	0.048
2005.0	400.0	380.0	0.0461
2005.0	450.0	170.0	0.129
2005.0	450.0	200.0	0.149
2005.0	450.0	240.0	0.145
2005.0	450.0	280.0	0.133
2005.0	450.0	300.0	0.126
2005.0	450.0	320.0	0.117
2005.0	450.0	340.0	0.114
2005.0	450.0	360.0	0.106
2005.0	450.0	380.0	0.106
2005.0	450.0	400.0	0.103
2005.0	450.0	430.0	0.101
2005.0	500.0	170.0	0.145
2005.0	500.0	200.0	0.18
2005.0	500.0	240.0	0.2
2005.0	500.0	280.0	0.205
2005.0	500.0	300.0	0.201
2005.0	500.0	320.0	0.192
2005.0	500.0	340.0	0.191
2005.0	500.0	360.0	0.19
2005.0	500.0	380.0	0.184
2005.0	500.0	400.0	0.183
2005.0	500.0	430.0	0.18
2005.0	500.0	480.0	0.177
2005.0	550.0	170.0	0.151
2005.0	550.0	200.0	0.193
2005.0	550.0	240.0	0.229
2005.0	550.0	280.0	0.254
2005.0	550.0	300.0	0.263
2005.0	550.0	320.0	0.264
2005.0	550.0	340.0	0.27
2005.0	550.0	360.0	0.272
2005.0	550.0	380.0	0.273
2005.0	550.0	400.0	0.268
2005.0	550.0	430.0	0.271
2005.0	550.0	480.0	0.269
2005.0	600.0	200.0	0.199
2005.0	600.0	240.0	0.248
2005.0	600.0	280.0	0.283
2005.0	600.0	300.0	0.301
2005.0	600.0	320.0	0.316
2005.0	600.0	340.0	0.325
2005.0	600.0	360.0	0.335
2005.0	600.0	380.0	0.338
2005.0	600.0	400.0	0.343
2005.0	600.0	430.0	0.351
2005.0	600.0	480.0	0.355
2005.0	650.0	340.0	0.358
2005.0	650.0	360.0	0.377
2005.0	650.0	380.0	0.39
2005.0	650.0	400.0	0.403
2005.0	650.0	430.0	0.413
2005.0	650.0	480.0	0.432
2005.0	650.0	640.0	0.428
2005.0	700.0	480.0	0.489
2005.0	700.0	640.0	0.508
2005.0	750.0	170.0	0.136
2005.0	750.0	640.0	0.564
2005.0	800.0	170.0	0.117
2005.0	800.0	200.0	0.175
2005.0	800.0	280.0	0.308
2005.0	800.0	300.0	0.335
2005.0	800.0	320.0	0.365
2005.0	800.0	340.0	0.389
2005.0	800.0	360.0	0.415
2005.0	800.0	380.0	0.443
2005.0	800.0	400.0	0.469
2005.0	800.0	430.0	0.499
2005.0	800.0	480.0	0.547
2005.0	800.0	640.0	0.604
2005.0	850.0	170.0	0.101
2005.0	850.0	200.0	0.165
2005.0	900.0	170.0	0.0808
2005.0	900.0	200.0	0.144
2005.0	950.0	170.0	0.0629
2005.0	950.0	200.0	0.124
2005.0	1000.0	170.0	0.0491
2005.0	1000.0	200.0	0.0998
2005.0	1050.0	170.0	0.0345
2005.0	1050.0	200.0	0.0788
2005.0	1050.0	240.0	0.154
2005.0	1100.0	170.0	0.0232
2005.0	1100.0	200.0	0.0619
2005.0	1100.0	240.0	0.128
2005.0	1100.0	280.0	0.216
2005.0	1100.0	300.0	0.256
2005.0	1100.0	320.0	0.296
2005.0	1100.0	340.0	0.337
2005.0	1100.0	360.0	0.379
2005.0	1100.0	380.0	0.413
2005.0	1100.0	400.0	0.446
2005.0	1100.0	430.0	0.497
2005.0	1100.0	480.0	0.559
2005.0	1100.0	640.0	0.657
2005.0	1100.0	850.0	0.649
2005.0	1100.0	960.0	0.603
2005.0	1150.0	170.0	0.0154
2005.0	1150.0	200.0	0.0427
2005.0	1150.0	240.0	0.103
2005.0	1200.0	170.0	0.0093
2005.0	1200.0	200.0	0.0299
2005.0	1200.0	240.0	0.0816
2005.0	1200.0	280.0	0.161
2005.0	1250.0	170.0	0.00578
2005.0	1250.0	200.0	0.0204
2005.0	1250.0	240.0	0.0596
2005.0	1250.0	280.0	0.129
2005.0	1300.0	170.0	0.00316
2005.0	1300.0	200.0	0.0133
2005.0	1300.0	240.0	0.0466
2005.0	1300.0	280.0	0.107
2005.0	1300.0	300.0	0.147
2005.0	1350.0	170.0	0.00169
2005.0	1350.0	200.0	0.00794
2005.0	1350.0	240.0	0.0332
2005.0	1350.0	280.0	0.0845
2005.0	1350.0	300.0	0.116
2005.0	1350.0	320.0	0.153
2005.0	1400.0	170.0	0.000822
2005.0	1400.0	200.0	0.00505
2005.0	1400.0	240.0	0.0224
2005.0	1400.0	280.0	0.0635
2005.0	1400.0	300.0	0.0924
2005.0	1400.0	320.0	0.128
2005.0	1450.0	170.0	0.000494
2005.0	1450.0	200.0	0.00278
2005.0	1450.0	240.0	0.0157
2005.0	1450.0	280.0	0.0495
2005.0	1450.0	300.0	0.0748
2005.0	1450.0	320.0	0.103
2005.0	1450.0	340.0	0.14
2005.0	1500.0	170.0	0.000226
2005.0	1500.0	200.0	0.00171
2005.0	1500.0	240.0	0.00969
2005.0	1500.0	280.0	0.037
2005.0	1500.0	300.0	0.0572
2005.0	1500.0	320.0	0.0831
2005.0	1500.0	340.0	0.116
2005.0	1500.0	360.0	0.154
2005.0	1500.0	380.0	0.196
2005.0	1500.0	400.0	0.235
2005.0	1500.0	430.0	0.306
2005.0	1500.0	480.0	0.411
2005.0	1500.0	640.0	0.634
2005.0	1500.0	850.0	0.645
2005.0	1500.0	960.0	0.587
2005.0	1500.0	1100.0	0.485
2005.0	1500.0	1400.0	0.236
2005.0	1550.0	170.0	0.000178
2005.0	1550.0	200.0	0.000896
2005.0	1550.0	240.0	0.00592
2005.0	1550.0	280.0	0.0253
2005.0	1550.0	300.0	0.0437
2005.0	1550.0	320.0	0.0643
2005.0	1550.0	340.0	0.0921
2005.0	1550.0	360.0	0.129
2005.0	1600.0	170.0	0.000117
2005.0	1600.0	200.0	0.000603
2005.0	1600.0	240.0	0.00388
2005.0	1600.0	280.0	0.0182
2005.0	1600.0	300.0	0.0298
2005.0	1600.0	320.0	0.0497
2005.0	1600.0	340.0	0.0741
2005.0	1600.0	360.0	0.104
2005.0	1600.0	380.0	0.138
2005.0	1650.0	170.0	6.98e-05
2005.0	1650.0	200.0	0.000357
2005.0	1650.0	240.0	0.00234
2005.0	1650.0	280.0	0.0128
2005.0	1650.0	300.0	0.0219
2005.0	1650.0	320.0	0.0395
2005.0	1650.0	340.0	0.0583
2005.0	1650.0	360.0	0.0853
2005.0	1650.0	380.0	0.116
2005.0	1700.0	170.0	4.95e-05
2005.0	1700.0	200.0	0.000361
2005.0	1700.0	240.0	0.00141
2005.0	1700.0	280.0	0.00942
2005.0	1700.0	300.0	0.0156
2005.0	1700.0	320.0	0.0274
2005.0	1700.0	340.0	0.0445
2005.0	1700.0	360.0	0.0668
2005.0	1700.0	380.0	0.0948
2005.0	1700.0	400.0	0.126
2005.0	1750.0	170.0	9.32e-05
2005.0	1750.0	200.0	0.000196
2005.0	1750.0	240.0	0.000881
2005.0	1750.0	280.0	0.00634
2005.0	1750.0	300.0	0.0118
2005.0	1750.0	320.0	0.0192
2005.0	1750.0	340.0	0.0353
2005.0	1750.0	360.0	0.051
2005.0	1750.0	380.0	0.0778
2005.0	1750.0	400.0	0.104
2005.0	1800.0	170.0	0.000151
2005.0	1800.0	200.0	9.48e-05
2005.0	1800.0	240.0	0.000576
2005.0	1800.0	280.0	0.00422
2005.0	1800.0	300.0	0.00869
2005.0	1800.0	320.0	0.0152
2005.0	1800.0	340.0	0.026
2005.0	1800.0	360.0	0.0427
2005.0	1800.0	380.0	0.0614
2005.0	1800.0	400.0	0.0868
2005.0	1800.0	430.0	0.133
2005.0	1800.0	480.0	0.226
2005.0	1800.0	640.0	0.51
2005.0	1800.0	850.0	0.633
2005.0	1800.0	960.0	0.601
2005.0	1800.0	1100.0	0.514
2005.0	1800.0	1400.0	0.228
2005.0	1800.0	1500.0	0.161
2005.0	1800.0	1700.0	0.132
2005.0	1850.0	170.0	7.89e-05
2005.0	1850.0	200.0	3.12e-05
2005.0	1850.0	240.0	0.000409
2005.0	1850.0	280.0	0.00277
2005.0	1850.0	300.0	0.00616
2005.0	1850.0	320.0	0.0112
2005.0	1850.0	340.0	0.0212
2005.0	1850.0	360.0	0.0323
2005.0	1850.0	380.0	0.0512
2005.0	1850.0	400.0	0.0702
2005.0	1850.0	430.0	0.114
2005.0	1900.0	170.0	3.67e-05
2005.0	1900.0	200.0	4.35e-05
2005.0	1900.0	240.0	0.000256
2005.0	1900.0	280.0	0.002
2005.0	1900.0	300.0	0.00424
2005.0	1900.0	320.0	0.00821
2005.0	1900.0	340.0	0.0149
2005.0	1900.0	360.0	0.0259
2005.0	1900.0	380.0	0.0404
2005.0	1900.0	400.0	0.0593
2005.0	1900.0	430.0	0.0962
2005.0	1900.0	480.0	0.174
2005.0	1900.0	640.0	0.458
2005.0	1900.0	850.0	0.618
2005.0	1900.0	960.0	0.599
2005.0	1900.0	1100.0	0.528
2005.0	1900.0	1400.0	0.243
2005.0	1900.0	1500.0	0.17
2005.0	1900.0	1700.0	0.133
2005.0	1950.0	170.0	3.38e-06
2005.0	1950.0	200.0	0.000156
2005.0	1950.0	240.0	0.000195
2005.0	1950.0	280.0	0.00127
2005.0	1950.0	300.0	0.003
2005.0	1950.0	320.0	0.00633
2005.0	1950.0	340.0	0.0123
2005.0	1950.0	360.0	0.0203
2005.0	1950.0	380.0	0.0308
2005.0	1950.0	400.0	0.0476
2005.0	1950.0	430.0	0.0786
2005.0	2000.0	170.0	6.32e-05
2005.0	2000.0	200.0	6.65e-05
2005.0	2000.0	240.0	0.00027
2005.0	2000.0	280.0	0.00106
2005.0	2000.0	300.0	0.00219
2005.0	2000.0	320.0	0.00482
2005.0	2000.0	340.0	0.00898
2005.0	2000.0	360.0	0.0157
2005.0	2000.0	380.0	0.0256
2005.0	2000.0	400.0	0.0382
2005.0	2000.0	430.0	0.0661
2005.0	2000.0	480.0	0.129
2005.0	2000.0	640.0	0.397
2005.0	2000.0	850.0	0.586
2005.0	2000.0	960.0	0.585
2005.0	2000.0	1100.0	0.528
2005.0	2000.0	1400.0	0.253
2005.0	2000.0	1500.0	0.181
2005.0	2000.0	1700.0	0.141
2005.0	2000.0	1900.0	0.0591
2005.0	2000.0	1990.0	0.0311
2305.0	200.0	170.0	0.000104
2305.0	250.0	170.0	0.000652
2305.0	250.0	200.0	0.000269
2305.0	250.0	240.0	0.000351
2305.0	300.0	170.0	0.00495
2305.0	300.0	200.0	0.00222
2305.0	300.0	240.0	0.00105
2305.0	300.0	280.0	0.000912
2305.0	350.0	170.0	0.0274
2305.0	350.0	200.0	0.0153
2305.0	350.0	240.0	0.00716
2305.0	350.0	280.0	0.00423
2305.0	350.0	300.0	0.00363
2305.0	350.0	320.0	0.00313
2305.0	350.0	340.0	0.00294
2305.0	400.0	170.0	0.0638
2305.0	400.0	200.0	0.0547
2305.0	400.0	240.0	0.0336
2305.0	400.0	280.0	0.0227
2305.0	400.0	300.0	0.0164
2305.0	400.0	320.0	0.0134
2305.0	400.0	340.0	0.0108
2305.0	400.0	360.0	0.0103
2305.0	400.0	380.0	0.00985
2305.0	450.0	170.0	0.101
2305.0	450.0	200.0	0.0993
2305.0	450.0	240.0	0.0817
2305.0	450.0	280.0	0.0634
2305.0	450.0	300.0	0.0561
2305.0	450.0	320.0	0.0469
2305.0	450.0	340.0	0.04
2305.0	450.0	360.0	0.0362
2305.0	450.0	380.0	0.0331
2305.0	450.0	400.0	0.0304
2305.0	450.0	430.0	0.0272
2305.0	500.0	170.0	0.125
2305.0	500.0	200.0	0.139
2305.0	500.0	240.0	0.137
2305.0	500.0	280.0	0.125
2305.0	500.0	300.0	0.115
2305.0	500.0	320.0	0.105
2305.0	500.0	340.0	0.0962
2305.0	500.0	360.0	0.0882
2305.0	500.0	380.0	0.0812
2305.0	500.0	400.0	0.0751
2305.0	500.0	430.0	0.0683
2305.0	500.0	480.0	0.0608
2305.0	550.0	170.0	0.128
2305.0	550.0	200.0	0.159
2305.0	550.0	240.0	0.179
2305.0	550.0	280.0	0.184
2305.0	550.0	300.0	0.178
2305.0	550.0	320.0	0.176
2305.0	550.0	340.0	0.17
2305.0	550.0	360.0	0.162
2305.0	550.0	380.0	0.149
2305.0	550.0	400.0	0.146
2305.0	550.0	430.0	0.136
2305.0	550.0	480.0	0.124
2305.0	600.0	200.0	0.172
2305.0	600.0	240.0	0.206
2305.0	600.0	280.0	0.229
2305.0	600.0	300.0	0.23
2305.0	600.0	320.0	0.232
2305.0	600.0	340.0	0.233
2305.0	600.0	360.0	0.232
2305.0	600.0	380.0	0.231
2305.0	600.0	400.0	0.222
2305.0	600.0	430.0	0.216
2305.0	600.0	480.0	0.202
2305.0	650.0	340.0	0.282
2305.0	650.0	360.0	0.289
2305.0	650.0	380.0	0.293
2305.0	650.0	400.0	0.292
2305.0	650.0	430.0	0.291
2305.0	650.0	480.0	0.287
2305.0	650.0	640.0	0.258
2305.0	700.0	480.0	0.364
2305.0	700.0	640.0	0.351
2305.0	750.0	170.0	0.124
2305.0	750.0	640.0	0.426
2305.0	800.0	170.0	0.117
2305.0	800.0	200.0	0.162
2305.0	800.0	280.0	0.262
2305.0	800.0	300.0	0.287
2305.0	800.0	320.0	0.314
2305.0	800.0	340.0	0.332
2305.0	800.0	360.0	0.353
2305.0	800.0	380.0	0.375
2305.0	800.0	400.0	0.396
2305.0	800.0	430.0	0.418
2305.0	800.0	480.0	0.453
2305.0	800.0	640.0	0.488
2305.0	850.0	170.0	0.104
2305.0	850.0	200.0	0.162
2305.0	900.0	170.0	0.0907
2305.0	900.0	200.0	0.145
2305.0	950.0	170.0	0.0775
2305.0	950.0	200.0	0.128
2305.0	1000.0	170.0	0.0595
2305.0	1000.0	200.0	0.111
2305.0	1050.0	170.0	0.0417
2305.0	1050.0	200.0	0.091
2305.0	1050.0	240.0	0.161
2305.0	1100.0	170.0	0.0308
2305.0	1100.0	200.0	0.0746
2305.0	1100.0	240.0	0.139
2305.0	1100.0	280.0	0.213
2305.0	1100.0	300.0	0.253
2305.0	1100.0	320.0	0.281
2305.0	1100.0	340.0	0.315
2305.0	1100.0	360.0	0.346
2305.0	1100.0	380.0	0.372
2305.0	1100.0	400.0	0.398
2305.0	1100.0	430.0	0.439
2305.0	1100.0	480.0	0.49
2305.0	1100.0	640.0	0.618
2305.0	1100.0	850.0	0.637
2305.0	1100.0	960.0	0.601
2305.0	1150.0	170.0	0.0212
2305.0	1150.0	200.0	0.0547
2305.0	1150.0	240.0	0.118
2305.0	1200.0	170.0	0.014
2305.0	1200.0	200.0	0.0394
2305.0	1200.0	240.0	0.0955
2305.0	1200.0	280.0	0.171
2305.0	1250.0	170.0	0.00854
2305.0	1250.0	200.0	0.0266
2305.0	1250.0	240.0	0.0741
2305.0	1250.0	280.0	0.145
2305.0	1300.0	170.0	0.0058
2305.0	1300.0	200.0	0.0186
2305.0	1300.0	240.0	0.0569
2305.0	1300.0	280.0	0.118
2305.0	1300.0	300.0	0.156
2305.0	1350.0	170.0	0.00244
2305.0	1350.0	200.0	0.0122
2305.0	1350.0	240.0	0.0406
2305.0	1350.0	280.0	0.0976
2305.0	1350.0	300.0	0.131
2305.0	1350.0	320.0	0.167
2305.0	1400.0	170.0	0.00169
2305.0	1400.0	200.0	0.00778
2305.0	1400.0	240.0	0.03
2305.0	1400.0	280.0	0.0769
2305.0	1400.0	300.0	0.107
2305.0	1400.0	320.0	0.138
2305.0	1450.0	170.0	0.00073
2305.0	1450.0	200.0	0.00387
2305.0	1450.0	240.0	0.0189
2305.0	1450.0	280.0	0.059
2305.0	1450.0	300.0	0.0839
2305.0	1450.0	320.0	0.116
2305.0	1450.0	340.0	0.154
2305.0	1500.0	170.0	0.000442
2305.0	1500.0	200.0	0.00194
