## HSCPM7 efficiencies
## x	y	z	 effi
800.0	245.0	200.0	0.281
800.0	395.0	200.0	0.343
800.0	495.0	200.0	0.334
800.0	595.0	200.0	0.301
800.0	645.0	200.0	0.282
800.0	695.0	200.0	0.264
800.0	745.0	200.0	0.252
800.0	795.0	200.0	0.257
800.0	295.0	280.0	0.491
800.0	345.0	280.0	0.514
800.0	395.0	280.0	0.532
800.0	495.0	280.0	0.538
800.0	595.0	280.0	0.525
800.0	645.0	280.0	0.517
800.0	695.0	280.0	0.506
800.0	745.0	280.0	0.495
800.0	795.0	280.0	0.501
800.0	345.0	300.0	0.551
800.0	395.0	300.0	0.566
800.0	495.0	300.0	0.577
800.0	595.0	300.0	0.568
800.0	645.0	300.0	0.561
800.0	695.0	300.0	0.552
800.0	745.0	300.0	0.548
800.0	795.0	300.0	0.544
800.0	345.0	320.0	0.58
800.0	395.0	320.0	0.593
800.0	495.0	320.0	0.605
800.0	595.0	320.0	0.603
800.0	645.0	320.0	0.592
800.0	695.0	320.0	0.584
800.0	745.0	320.0	0.577
800.0	795.0	320.0	0.579
800.0	345.0	340.0	0.606
800.0	395.0	340.0	0.614
800.0	445.0	340.0	0.625
800.0	495.0	340.0	0.629
800.0	595.0	340.0	0.622
800.0	645.0	340.0	0.618
800.0	695.0	340.0	0.613
800.0	745.0	340.0	0.608
800.0	795.0	340.0	0.607
800.0	395.0	360.0	0.637
800.0	445.0	360.0	0.648
800.0	495.0	360.0	0.649
800.0	595.0	360.0	0.651
800.0	645.0	360.0	0.644
800.0	695.0	360.0	0.641
800.0	745.0	360.0	0.633
800.0	795.0	360.0	0.636
800.0	395.0	380.0	0.65
800.0	445.0	380.0	0.662
800.0	495.0	380.0	0.664
800.0	595.0	380.0	0.667
800.0	645.0	380.0	0.661
800.0	695.0	380.0	0.657
800.0	745.0	380.0	0.657
800.0	795.0	380.0	0.653
800.0	445.0	400.0	0.671
800.0	495.0	400.0	0.677
800.0	595.0	400.0	0.68
800.0	645.0	400.0	0.673
800.0	695.0	400.0	0.673
800.0	745.0	400.0	0.671
800.0	795.0	400.0	0.667
800.0	445.0	430.0	0.686
800.0	495.0	430.0	0.685
800.0	545.0	430.0	0.689
800.0	595.0	430.0	0.686
800.0	645.0	430.0	0.686
800.0	695.0	430.0	0.683
800.0	745.0	430.0	0.681
800.0	795.0	430.0	0.681
800.0	495.0	480.0	0.686
800.0	545.0	480.0	0.684
800.0	595.0	480.0	0.687
800.0	645.0	480.0	0.68
800.0	695.0	480.0	0.683
800.0	745.0	480.0	0.681
800.0	795.0	480.0	0.688
800.0	645.0	640.0	0.602
800.0	695.0	640.0	0.601
800.0	745.0	640.0	0.601
800.0	795.0	640.0	0.606
800.0	795.0	790.0	0.542
1000.0	195.0	170.0	0.0775
1000.0	245.0	170.0	0.111
1000.0	295.0	170.0	0.146
1000.0	345.0	170.0	0.171
1000.0	395.0	170.0	0.177
1000.0	445.0	170.0	0.177
1000.0	495.0	170.0	0.17
1000.0	545.0	170.0	0.16
1000.0	595.0	170.0	0.147
1000.0	645.0	170.0	0.129
1000.0	695.0	170.0	0.109
1000.0	745.0	170.0	0.0923
1000.0	795.0	170.0	0.0796
1000.0	845.0	170.0	0.0675
1000.0	895.0	170.0	0.0628
1000.0	945.0	170.0	0.0612
1000.0	995.0	170.0	0.0712
1000.0	245.0	200.0	0.15
1000.0	295.0	200.0	0.196
1000.0	345.0	200.0	0.231
1000.0	395.0	200.0	0.246
1000.0	445.0	200.0	0.255
1000.0	495.0	200.0	0.25
1000.0	545.0	200.0	0.236
1000.0	595.0	200.0	0.23
1000.0	645.0	200.0	0.212
1000.0	695.0	200.0	0.191
1000.0	745.0	200.0	0.172
1000.0	795.0	200.0	0.154
1000.0	845.0	200.0	0.133
1000.0	895.0	200.0	0.121
1000.0	945.0	200.0	0.121
1000.0	995.0	200.0	0.128
1000.0	245.0	240.0	0.224
1000.0	295.0	240.0	0.265
1000.0	345.0	240.0	0.306
1000.0	395.0	240.0	0.331
1000.0	445.0	240.0	0.353
1000.0	495.0	240.0	0.347
1000.0	545.0	240.0	0.35
1000.0	595.0	240.0	0.338
1000.0	695.0	240.0	0.309
1000.0	745.0	240.0	0.288
1000.0	795.0	240.0	0.269
1000.0	845.0	240.0	0.245
1000.0	895.0	240.0	0.234
1000.0	945.0	240.0	0.227
1000.0	995.0	240.0	0.237
1000.0	295.0	280.0	0.356
1000.0	345.0	280.0	0.392
1000.0	395.0	280.0	0.422
1000.0	445.0	280.0	0.443
1000.0	495.0	280.0	0.443
1000.0	545.0	280.0	0.45
1000.0	595.0	280.0	0.442
1000.0	795.0	280.0	0.393
1000.0	845.0	280.0	0.378
1000.0	895.0	280.0	0.36
1000.0	945.0	280.0	0.351
1000.0	995.0	280.0	0.361
1000.0	345.0	300.0	0.43
1000.0	395.0	300.0	0.456
1000.0	445.0	300.0	0.481
1000.0	495.0	300.0	0.493
1000.0	545.0	300.0	0.49
1000.0	595.0	300.0	0.49
1000.0	795.0	300.0	0.452
1000.0	895.0	300.0	0.421
1000.0	945.0	300.0	0.411
1000.0	995.0	300.0	0.419
1000.0	345.0	320.0	0.464
1000.0	395.0	320.0	0.494
1000.0	445.0	320.0	0.505
1000.0	495.0	320.0	0.532
1000.0	545.0	320.0	0.533
1000.0	595.0	320.0	0.529
1000.0	645.0	320.0	0.53
1000.0	795.0	320.0	0.504
1000.0	945.0	320.0	0.462
1000.0	995.0	320.0	0.467
1000.0	345.0	340.0	0.505
1000.0	395.0	340.0	0.526
1000.0	445.0	340.0	0.549
1000.0	495.0	340.0	0.563
1000.0	545.0	340.0	0.569
1000.0	595.0	340.0	0.569
1000.0	645.0	340.0	0.565
1000.0	795.0	340.0	0.542
1000.0	995.0	340.0	0.512
1000.0	395.0	360.0	0.557
1000.0	445.0	360.0	0.579
1000.0	495.0	360.0	0.589
1000.0	545.0	360.0	0.601
1000.0	595.0	360.0	0.599
1000.0	645.0	360.0	0.596
1000.0	795.0	360.0	0.583
1000.0	395.0	380.0	0.585
1000.0	445.0	380.0	0.605
1000.0	495.0	380.0	0.617
1000.0	545.0	380.0	0.626
1000.0	595.0	380.0	0.628
1000.0	645.0	380.0	0.627
1000.0	795.0	380.0	0.615
1000.0	445.0	400.0	0.624
1000.0	495.0	400.0	0.638
1000.0	545.0	400.0	0.643
1000.0	595.0	400.0	0.652
1000.0	645.0	400.0	0.651
1000.0	795.0	400.0	0.639
1000.0	445.0	430.0	0.654
1000.0	495.0	430.0	0.67
1000.0	545.0	430.0	0.678
1000.0	595.0	430.0	0.679
1000.0	645.0	430.0	0.674
1000.0	795.0	430.0	0.672
1000.0	495.0	480.0	0.693
1000.0	545.0	480.0	0.7
1000.0	595.0	480.0	0.7
1000.0	645.0	480.0	0.703
1000.0	695.0	480.0	0.698
1000.0	795.0	480.0	0.698
1000.0	645.0	640.0	0.681
1000.0	695.0	640.0	0.68
1000.0	745.0	640.0	0.673
1000.0	795.0	640.0	0.67
1000.0	995.0	990.0	0.46
1200.0	195.0	170.0	0.0363
1200.0	245.0	170.0	0.0601
1200.0	295.0	170.0	0.092
1200.0	345.0	170.0	0.12
1200.0	395.0	170.0	0.131
1200.0	445.0	170.0	0.137
1200.0	495.0	170.0	0.135
1200.0	545.0	170.0	0.131
1200.0	595.0	170.0	0.121
1200.0	645.0	170.0	0.111
1200.0	695.0	170.0	0.0931
1200.0	745.0	170.0	0.0778
1200.0	795.0	170.0	0.0638
1200.0	845.0	170.0	0.0512
1200.0	895.0	170.0	0.0402
1200.0	945.0	170.0	0.0312
1200.0	995.0	170.0	0.0248
1200.0	1045.0	170.0	0.0219
1200.0	1095.0	170.0	0.0215
1200.0	1145.0	170.0	0.0233
1200.0	1195.0	170.0	0.0313
1200.0	245.0	200.0	0.0754
1200.0	295.0	200.0	0.116
1200.0	345.0	200.0	0.152
1200.0	395.0	200.0	0.174
1200.0	445.0	200.0	0.185
1200.0	495.0	200.0	0.192
1200.0	545.0	200.0	0.19
1200.0	595.0	200.0	0.182
1200.0	645.0	200.0	0.171
1200.0	695.0	200.0	0.154
1200.0	745.0	200.0	0.139
1200.0	795.0	200.0	0.119
1200.0	845.0	200.0	0.1
1200.0	895.0	200.0	0.0873
1200.0	945.0	200.0	0.0723
1200.0	995.0	200.0	0.0607
1200.0	1045.0	200.0	0.0521
1200.0	1095.0	200.0	0.0488
1200.0	1145.0	200.0	0.0495
1200.0	1195.0	200.0	0.059
1200.0	245.0	240.0	0.119
1200.0	295.0	240.0	0.148
1200.0	345.0	240.0	0.194
1200.0	395.0	240.0	0.227
1200.0	445.0	240.0	0.253
1200.0	495.0	240.0	0.264
1200.0	545.0	240.0	0.265
1200.0	595.0	240.0	0.265
1200.0	695.0	240.0	0.247
1200.0	745.0	240.0	0.233
1200.0	795.0	240.0	0.21
1200.0	845.0	240.0	0.191
1200.0	895.0	240.0	0.167
1200.0	945.0	240.0	0.153
1200.0	995.0	240.0	0.134
1200.0	1045.0	240.0	0.121
1200.0	1095.0	240.0	0.111
1200.0	1145.0	240.0	0.111
1200.0	1195.0	240.0	0.125
1200.0	295.0	280.0	0.21
1200.0	345.0	280.0	0.255
1200.0	395.0	280.0	0.294
1200.0	445.0	280.0	0.324
1200.0	495.0	280.0	0.343
1200.0	545.0	280.0	0.35
1200.0	595.0	280.0	0.35
1200.0	795.0	280.0	0.32
1200.0	845.0	280.0	0.303
1200.0	895.0	280.0	0.28
1200.0	945.0	280.0	0.262
1200.0	995.0	280.0	0.239
1200.0	1045.0	280.0	0.22
1200.0	1095.0	280.0	0.205
1200.0	1145.0	280.0	0.201
1200.0	1195.0	280.0	0.217
1200.0	345.0	300.0	0.28
1200.0	395.0	300.0	0.329
1200.0	445.0	300.0	0.364
1200.0	495.0	300.0	0.385
1200.0	545.0	300.0	0.396
1200.0	595.0	300.0	0.403
1200.0	795.0	300.0	0.37
1200.0	895.0	300.0	0.339
1200.0	945.0	300.0	0.316
1200.0	995.0	300.0	0.296
1200.0	1045.0	300.0	0.276
1200.0	1095.0	300.0	0.261
1200.0	1145.0	300.0	0.255
1200.0	1195.0	300.0	0.274
1200.0	345.0	320.0	0.317
1200.0	395.0	320.0	0.361
1200.0	445.0	320.0	0.397
1200.0	495.0	320.0	0.421
1200.0	545.0	320.0	0.431
1200.0	595.0	320.0	0.438
1200.0	645.0	320.0	0.44
1200.0	795.0	320.0	0.424
1200.0	945.0	320.0	0.372
1200.0	995.0	320.0	0.354
1200.0	1045.0	320.0	0.334
1200.0	1095.0	320.0	0.317
1200.0	1145.0	320.0	0.31
1200.0	1195.0	320.0	0.323
1200.0	345.0	340.0	0.367
1200.0	395.0	340.0	0.395
1200.0	445.0	340.0	0.431
1200.0	495.0	340.0	0.458
1200.0	545.0	340.0	0.474
1200.0	595.0	340.0	0.473
1200.0	645.0	340.0	0.479
1200.0	795.0	340.0	0.468
1200.0	995.0	340.0	0.409
1200.0	1045.0	340.0	0.39
1200.0	1095.0	340.0	0.371
1200.0	1145.0	340.0	0.363
1200.0	1195.0	340.0	0.381
1200.0	395.0	360.0	0.431
1200.0	445.0	360.0	0.466
1200.0	495.0	360.0	0.491
1200.0	545.0	360.0	0.515
1200.0	595.0	360.0	0.516
1200.0	645.0	360.0	0.519
1200.0	795.0	360.0	0.514
1200.0	1045.0	360.0	0.446
1200.0	1095.0	360.0	0.424
1200.0	1145.0	360.0	0.423
1200.0	1195.0	360.0	0.431
1200.0	395.0	380.0	0.465
1200.0	445.0	380.0	0.496
1200.0	495.0	380.0	0.528
1200.0	545.0	380.0	0.541
1200.0	595.0	380.0	0.555
1200.0	645.0	380.0	0.554
1200.0	795.0	380.0	0.554
1200.0	1095.0	380.0	0.478
1200.0	1145.0	380.0	0.475
1200.0	1195.0	380.0	0.484
1200.0	445.0	400.0	0.527
1200.0	495.0	400.0	0.553
1200.0	545.0	400.0	0.575
1200.0	595.0	400.0	0.578
1200.0	645.0	400.0	0.587
1200.0	795.0	400.0	0.584
1200.0	1095.0	400.0	0.526
1200.0	1145.0	400.0	0.518
1200.0	1195.0	400.0	0.523
1200.0	445.0	430.0	0.57
1200.0	495.0	430.0	0.593
1200.0	545.0	430.0	0.614
1200.0	595.0	430.0	0.621
1200.0	645.0	430.0	0.627
1200.0	795.0	430.0	0.628
1200.0	1095.0	430.0	0.579
1200.0	495.0	480.0	0.64
1200.0	545.0	480.0	0.659
1200.0	595.0	480.0	0.665
1200.0	645.0	480.0	0.675
1200.0	695.0	480.0	0.673
1200.0	795.0	480.0	0.674
1200.0	1095.0	480.0	0.655
1200.0	645.0	640.0	0.712
1200.0	695.0	640.0	0.714
1200.0	745.0	640.0	0.713
1200.0	795.0	640.0	0.713
1200.0	1095.0	640.0	0.708
1200.0	1095.0	850.0	0.576
1200.0	1095.0	960.0	0.487
1200.0	1195.0	1190.0	0.367
1400.0	195.0	170.0	0.0182
1400.0	245.0	170.0	0.0314
1400.0	295.0	170.0	0.0618
1400.0	345.0	170.0	0.0845
1400.0	395.0	170.0	0.101
1400.0	445.0	170.0	0.113
1400.0	495.0	170.0	0.113
1400.0	545.0	170.0	0.112
1400.0	595.0	170.0	0.107
1400.0	645.0	170.0	0.0991
1400.0	695.0	170.0	0.0845
1400.0	745.0	170.0	0.0738
1400.0	795.0	170.0	0.0591
1400.0	845.0	170.0	0.0489
1400.0	895.0	170.0	0.0368
1400.0	945.0	170.0	0.0277
1400.0	995.0	170.0	0.0216
1400.0	1045.0	170.0	0.0163
1400.0	1095.0	170.0	0.0117
1400.0	1145.0	170.0	0.0104
1400.0	1195.0	170.0	0.0085
1400.0	1245.0	170.0	0.008
1400.0	1295.0	170.0	0.00916
1400.0	1345.0	170.0	0.0103
1400.0	1395.0	170.0	0.0168
1400.0	245.0	200.0	0.0383
1400.0	295.0	200.0	0.0618
1400.0	345.0	200.0	0.101
1400.0	395.0	200.0	0.129
1400.0	445.0	200.0	0.146
1400.0	495.0	200.0	0.149
1400.0	545.0	200.0	0.156
1400.0	595.0	200.0	0.151
1400.0	645.0	200.0	0.148
1400.0	695.0	200.0	0.139
1400.0	745.0	200.0	0.124
1400.0	795.0	200.0	0.111
1400.0	845.0	200.0	0.0879
1400.0	895.0	200.0	0.0737
1400.0	945.0	200.0	0.0602
1400.0	995.0	200.0	0.0489
1400.0	1045.0	200.0	0.0396
1400.0	1095.0	200.0	0.031
1400.0	1145.0	200.0	0.0258
1400.0	1195.0	200.0	0.0215
1400.0	1245.0	200.0	0.0191
1400.0	1295.0	200.0	0.0188
1400.0	1345.0	200.0	0.0213
1400.0	1395.0	200.0	0.0289
1400.0	245.0	240.0	0.058
1400.0	295.0	240.0	0.0742
1400.0	345.0	240.0	0.119
1400.0	395.0	240.0	0.156
1400.0	445.0	240.0	0.185
1400.0	495.0	240.0	0.198
1400.0	545.0	240.0	0.211
1400.0	595.0	240.0	0.208
1400.0	695.0	240.0	0.199
1400.0	745.0	240.0	0.195
1400.0	795.0	240.0	0.174
1400.0	845.0	240.0	0.161
1400.0	895.0	240.0	0.139
1400.0	945.0	240.0	0.124
1400.0	995.0	240.0	0.106
1400.0	1045.0	240.0	0.0884
1400.0	1095.0	240.0	0.0737
1400.0	1145.0	240.0	0.0643
1400.0	1195.0	240.0	0.0552
1400.0	1245.0	240.0	0.0489
1400.0	1295.0	240.0	0.0467
1400.0	1345.0	240.0	0.0504
1400.0	1395.0	240.0	0.0615
1400.0	295.0	280.0	0.11
1400.0	345.0	280.0	0.141
1400.0	395.0	280.0	0.191
1400.0	445.0	280.0	0.231
1400.0	495.0	280.0	0.256
1400.0	545.0	280.0	0.27
1400.0	595.0	280.0	0.276
1400.0	795.0	280.0	0.26
1400.0	845.0	280.0	0.245
1400.0	895.0	280.0	0.23
1400.0	945.0	280.0	0.213
1400.0	995.0	280.0	0.191
1400.0	1045.0	280.0	0.166
1400.0	1095.0	280.0	0.15
1400.0	1145.0	280.0	0.135
1400.0	1195.0	280.0	0.119
1400.0	1245.0	280.0	0.109
1400.0	1295.0	280.0	0.104
1400.0	1345.0	280.0	0.104
1400.0	1395.0	280.0	0.119
1400.0	345.0	300.0	0.16
1400.0	395.0	300.0	0.208
1400.0	445.0	300.0	0.257
1400.0	495.0	300.0	0.285
1400.0	545.0	300.0	0.3
1400.0	595.0	300.0	0.31
1400.0	795.0	300.0	0.306
1400.0	895.0	300.0	0.276
1400.0	945.0	300.0	0.266
1400.0	995.0	300.0	0.238
1400.0	1045.0	300.0	0.215
1400.0	1095.0	300.0	0.196
1400.0	1145.0	300.0	0.177
1400.0	1195.0	300.0	0.161
1400.0	1245.0	300.0	0.148
1400.0	1295.0	300.0	0.143
1400.0	1345.0	300.0	0.138
1400.0	1395.0	300.0	0.157
1400.0	345.0	320.0	0.186
1400.0	395.0	320.0	0.231
1400.0	445.0	320.0	0.28
1400.0	495.0	320.0	0.315
1400.0	545.0	320.0	0.337
1400.0	595.0	320.0	0.343
1400.0	645.0	320.0	0.348
1400.0	795.0	320.0	0.341
1400.0	945.0	320.0	0.302
1400.0	995.0	320.0	0.284
1400.0	1045.0	320.0	0.266
1400.0	1095.0	320.0	0.243
1400.0	1145.0	320.0	0.224
1400.0	1195.0	320.0	0.205
1400.0	1245.0	320.0	0.19
1400.0	1295.0	320.0	0.176
1400.0	1345.0	320.0	0.178
1400.0	1395.0	320.0	0.193
1400.0	345.0	340.0	0.228
1400.0	395.0	340.0	0.254
1400.0	445.0	340.0	0.303
1400.0	495.0	340.0	0.343
1400.0	545.0	340.0	0.372
1400.0	595.0	340.0	0.382
1400.0	645.0	340.0	0.39
1400.0	795.0	340.0	0.388
1400.0	995.0	340.0	0.338
1400.0	1045.0	340.0	0.315
1400.0	1095.0	340.0	0.295
1400.0	1145.0	340.0	0.276
1400.0	1195.0	340.0	0.252
1400.0	1245.0	340.0	0.242
1400.0	1295.0	340.0	0.226
1400.0	1345.0	340.0	0.223
1400.0	1395.0	340.0	0.243
1400.0	395.0	360.0	0.289
1400.0	445.0	360.0	0.335
1400.0	495.0	360.0	0.378
1400.0	545.0	360.0	0.406
1400.0	595.0	360.0	0.42
1400.0	645.0	360.0	0.422
1400.0	795.0	360.0	0.427
1400.0	1045.0	360.0	0.369
1400.0	1095.0	360.0	0.353
1400.0	1145.0	360.0	0.327
1400.0	1195.0	360.0	0.313
1400.0	1245.0	360.0	0.296
1400.0	1295.0	360.0	0.28
1400.0	1345.0	360.0	0.276
1400.0	1395.0	360.0	0.294
1400.0	395.0	380.0	0.327
1400.0	445.0	380.0	0.363
1400.0	495.0	380.0	0.403
1400.0	545.0	380.0	0.439
1400.0	595.0	380.0	0.452
1400.0	645.0	380.0	0.464
1400.0	795.0	380.0	0.466
1400.0	1095.0	380.0	0.396
1400.0	1145.0	380.0	0.382
1400.0	1195.0	380.0	0.362
1400.0	1245.0	380.0	0.347
1400.0	1295.0	380.0	0.331
1400.0	1345.0	380.0	0.329
1400.0	1395.0	380.0	0.34
1400.0	445.0	400.0	0.393
1400.0	495.0	400.0	0.428
1400.0	545.0	400.0	0.468
1400.0	595.0	400.0	0.491
1400.0	645.0	400.0	0.499
1400.0	795.0	400.0	0.5
1400.0	1095.0	400.0	0.451
1400.0	1145.0	400.0	0.434
1400.0	1195.0	400.0	0.414
1400.0	1245.0	400.0	0.391
1400.0	1295.0	400.0	0.379
1400.0	1345.0	400.0	0.377
1400.0	1395.0	400.0	0.391
1400.0	445.0	430.0	0.446
1400.0	495.0	430.0	0.476
1400.0	545.0	430.0	0.513
1400.0	595.0	430.0	0.534
1400.0	645.0	430.0	0.548
1400.0	795.0	430.0	0.554
1400.0	1095.0	430.0	0.514
1400.0	1245.0	430.0	0.475
1400.0	1295.0	430.0	0.457
1400.0	1345.0	430.0	0.457
1400.0	1395.0	430.0	0.466
1400.0	495.0	480.0	0.551
1400.0	545.0	480.0	0.573
1400.0	595.0	480.0	0.594
1400.0	645.0	480.0	0.612
1400.0	695.0	480.0	0.615
