# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__5,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,8.14660e-03,4.37350e-04,-4.37350e-04
2.46655e-16,8.00000e+02,7.90420e-03,4.09290e-04,-4.09290e-04
2.19247e-16,8.00000e+02,7.63640e-03,3.86950e-04,-3.86950e-04
1.97326e-16,8.00000e+02,7.36100e-03,3.69580e-04,-3.69580e-04
9.86614e-17,8.00000e+02,4.21640e-03,8.30280e-04,-8.30280e-04
6.57740e-17,8.00000e+02,3.16200e-03,5.45310e-04,-5.45310e-04
4.93292e-17,8.00000e+02,2.52520e-03,3.89670e-04,-3.89670e-04
3.94652e-17,8.00000e+02,2.12240e-03,2.99700e-04,-2.99700e-04
3.28870e-17,8.00000e+02,1.84134e-03,2.44580e-04,-2.44580e-04
2.81896e-17,8.00000e+02,1.62792e-03,2.08700e-04,-2.08700e-04
2.46655e-17,8.00000e+02,1.45594e-03,1.83660e-04,-1.83660e-04
2.19247e-17,8.00000e+02,1.31218e-03,1.64920e-04,-1.64920e-04
1.97326e-17,8.00000e+02,1.18928e-03,1.50000e-04,-1.50000e-04
9.86614e-18,8.00000e+02,1.50506e-04,6.12270e-05,-6.12270e-05
6.57740e-18,8.00000e+02,1.28600e-04,3.56380e-05,-3.56380e-05
4.93292e-18,8.00000e+02,1.27624e-04,2.81210e-05,-2.81210e-05
3.94652e-18,8.00000e+02,1.29320e-04,2.52710e-05,-2.52710e-05
3.28870e-18,8.00000e+02,1.30942e-04,2.37520e-05,-2.37520e-05
2.81896e-18,8.00000e+02,1.31732e-04,2.29090e-05,-2.29090e-05
2.46655e-18,8.00000e+02,1.31402e-04,2.25040e-05,-2.25040e-05
2.19247e-18,8.00000e+02,1.29944e-04,2.23280e-05,-2.23280e-05
1.97326e-18,8.00000e+02,1.27510e-04,2.22190e-05,-2.22190e-05
9.86614e-14,9.00000e+02,3.50980e-52,1.55460e-52,-1.55460e-52
6.57740e-14,9.00000e+02,3.37720e-35,1.33240e-35,-1.33240e-35
4.93292e-14,9.00000e+02,9.37820e-27,3.37490e-27,-3.37490e-27
3.94652e-14,9.00000e+02,1.02198e-21,3.42290e-22,-3.42290e-22
3.28870e-14,9.00000e+02,2.22800e-18,7.05020e-19,-7.05020e-19
2.81896e-14,9.00000e+02,5.22340e-16,1.57910e-16,-1.57910e-16
2.46655e-14,9.00000e+02,3.04920e-14,8.88180e-15,-8.88180e-15
2.19247e-14,9.00000e+02,7.06180e-13,1.99470e-13,-1.99470e-13
1.97326e-14,9.00000e+02,8.57860e-12,2.36090e-12,-2.36090e-12
9.86614e-15,9.00000e+02,4.77360e-07,1.10530e-07,-1.10530e-07
6.57740e-15,9.00000e+02,1.52820e-05,2.97960e-06,-2.97960e-06
4.93292e-15,9.00000e+02,8.37980e-05,1.37310e-05,-1.37310e-05
3.94652e-15,9.00000e+02,2.32060e-04,3.27550e-05,-3.27550e-05
3.28870e-15,9.00000e+02,4.58960e-04,5.75960e-05,-5.75960e-05
2.81896e-15,9.00000e+02,7.49660e-04,8.62050e-05,-8.62050e-05
2.46655e-15,9.00000e+02,1.08590e-03,1.17720e-04,-1.17720e-04
2.19247e-15,9.00000e+02,1.44988e-03,1.52200e-04,-1.52200e-04
1.97326e-15,9.00000e+02,1.82554e-03,1.89930e-04,-1.89930e-04
9.86614e-16,9.00000e+02,5.06180e-03,6.07900e-04,-6.07900e-04
6.57740e-16,9.00000e+02,7.08600e-03,5.93760e-04,-5.93760e-04
4.93292e-16,9.00000e+02,8.10540e-03,5.56360e-04,-5.56360e-04
3.94652e-16,9.00000e+02,8.47760e-03,5.19750e-04,-5.19750e-04
3.28870e-16,9.00000e+02,8.48660e-03,4.85780e-04,-4.85780e-04
2.81896e-16,9.00000e+02,8.30780e-03,4.55260e-04,-4.55260e-04
2.46655e-16,9.00000e+02,8.03880e-03,4.28890e-04,-4.28890e-04
2.19247e-16,9.00000e+02,7.73220e-03,4.07150e-04,-4.07150e-04
1.97326e-16,9.00000e+02,7.41460e-03,3.90200e-04,-3.90200e-04
9.86614e-17,9.00000e+02,4.17860e-03,7.59490e-04,-7.59490e-04
6.57740e-17,9.00000e+02,3.50480e-03,5.41480e-04,-5.41480e-04
4.93292e-17,9.00000e+02,3.01260e-03,4.07060e-04,-4.07060e-04
3.94652e-17,9.00000e+02,2.65320e-03,3.26040e-04,-3.26040e-04
3.28870e-17,9.00000e+02,2.37280e-03,2.74340e-04,-2.74340e-04
2.81896e-17,9.00000e+02,2.14280e-03,2.38980e-04,-2.38980e-04
2.46655e-17,9.00000e+02,1.94794e-03,2.13180e-04,-2.13180e-04
2.19247e-17,9.00000e+02,1.77930e-03,1.93290e-04,-1.93290e-04
1.97326e-17,9.00000e+02,1.63148e-03,1.77250e-04,-1.77250e-04
9.86614e-18,9.00000e+02,4.71080e-04,1.24620e-04,-1.24620e-04
6.57740e-18,9.00000e+02,3.75720e-04,8.68630e-05,-8.68630e-05
4.93292e-18,9.00000e+02,3.07680e-04,6.33210e-05,-6.33210e-05
3.94652e-18,9.00000e+02,2.59840e-04,4.89890e-05,-4.89890e-05
3.28870e-18,9.00000e+02,2.24360e-04,3.98270e-05,-3.98270e-05
2.81896e-18,9.00000e+02,1.97082e-04,3.35880e-05,-3.35880e-05
2.46655e-18,9.00000e+02,1.75624e-04,2.91080e-05,-2.91080e-05
2.19247e-18,9.00000e+02,1.58398e-04,2.57820e-05,-2.57820e-05
1.97326e-18,9.00000e+02,1.44300e-04,2.32710e-05,-2.32710e-05
9.86614e-14,1.00000e+03,6.34900e-44,3.17430e-44,-3.17430e-44
6.57740e-14,1.00000e+03,8.47760e-30,4.23330e-30,-4.23330e-30
4.93292e-14,1.00000e+03,8.30420e-23,4.12490e-23,-4.12490e-23
3.94652e-14,1.00000e+03,1.18412e-18,5.81860e-19,-5.81860e-19
3.28870e-14,1.00000e+03,6.56920e-16,3.17740e-16,-3.17740e-16
2.81896e-14,1.00000e+03,5.76280e-14,2.73360e-14,-2.73360e-14
2.46655e-14,1.00000e+03,1.60682e-12,7.45610e-13,-7.45610e-13
2.19247e-14,1.00000e+03,2.09520e-11,9.49620e-12,-9.49620e-12
1.97326e-14,1.00000e+03,1.60942e-10,7.11820e-11,-7.11820e-11
9.86614e-15,1.00000e+03,1.20176e-06,4.13980e-07,-4.13980e-07
6.57740e-15,1.00000e+03,2.10400e-05,5.61380e-06,-5.61380e-06
4.93292e-15,1.00000e+03,9.04920e-05,1.86890e-05,-1.86890e-05
3.94652e-15,1.00000e+03,2.26280e-04,3.75720e-05,-3.75720e-05
3.28870e-15,1.00000e+03,4.29120e-04,6.04850e-05,-6.04850e-05
2.81896e-15,1.00000e+03,6.90580e-04,8.66360e-05,-8.66360e-05
2.46655e-15,1.00000e+03,9.98280e-04,1.15660e-04,-1.15660e-04
2.19247e-15,1.00000e+03,1.33826e-03,1.47640e-04,-1.47640e-04
1.97326e-15,1.00000e+03,1.69638e-03,1.82860e-04,-1.82860e-04
9.86614e-16,1.00000e+03,4.04340e-03,4.80190e-04,-4.80190e-04
6.57740e-16,1.00000e+03,6.39080e-03,5.05860e-04,-5.05860e-04
4.93292e-16,1.00000e+03,7.84300e-03,5.12620e-04,-5.12620e-04
3.94652e-16,1.00000e+03,8.62060e-03,5.00880e-04,-5.00880e-04
3.28870e-16,1.00000e+03,8.96860e-03,4.81490e-04,-4.81490e-04
2.81896e-16,1.00000e+03,9.05440e-03,4.60560e-04,-4.60560e-04
2.46655e-16,1.00000e+03,8.98340e-03,4.40910e-04,-4.40910e-04
2.19247e-16,1.00000e+03,8.82060e-03,4.23790e-04,-4.23790e-04
1.97326e-16,1.00000e+03,8.60480e-03,4.09730e-04,-4.09730e-04
9.86614e-17,1.00000e+03,5.38380e-03,1.23500e-03,-1.23500e-03
6.57740e-17,1.00000e+03,4.06160e-03,7.29190e-04,-7.29190e-04
4.93292e-17,1.00000e+03,3.26540e-03,5.04860e-04,-5.04860e-04
3.94652e-17,1.00000e+03,2.73360e-03,3.81090e-04,-3.81090e-04
3.28870e-17,1.00000e+03,2.35440e-03,3.04270e-04,-3.04270e-04
2.81896e-17,1.00000e+03,2.07160e-03,2.52950e-04,-2.52950e-04
2.46655e-17,1.00000e+03,1.85318e-03,2.16920e-04,-2.16920e-04
2.19247e-17,1.00000e+03,1.67948e-03,1.90810e-04,-1.90810e-04
1.97326e-17,1.00000e+03,1.53768e-03,1.71510e-04,-1.71510e-04
9.86614e-18,1.00000e+03,1.03866e-03,2.68030e-04,-2.68030e-04
6.57740e-18,1.00000e+03,6.26080e-04,1.37700e-04,-1.37700e-04
4.93292e-18,1.00000e+03,4.40920e-04,8.73280e-05,-8.73280e-05
3.94652e-18,1.00000e+03,3.36880e-04,6.21840e-05,-6.21840e-05
3.28870e-18,1.00000e+03,2.71560e-04,4.75420e-05,-4.75420e-05
2.81896e-18,1.00000e+03,2.28040e-04,3.82090e-05,-3.82090e-05
2.46655e-18,1.00000e+03,1.98412e-04,3.19770e-05,-3.19770e-05
2.19247e-18,1.00000e+03,1.78390e-04,2.78450e-05,-2.78450e-05
1.97326e-18,1.00000e+03,1.65384e-04,2.54340e-05,-2.54340e-05
9.86614e-14,1.10000e+03,6.85060e-42,3.42530e-42,-3.42530e-42
6.57740e-14,1.10000e+03,5.65720e-29,2.82860e-29,-2.82860e-29
4.93292e-14,1.10000e+03,1.37168e-22,6.85840e-23,-6.85840e-23
3.94652e-14,1.10000e+03,8.39760e-19,4.19880e-19,-4.19880e-19
3.28870e-14,1.10000e+03,2.62840e-16,1.31390e-16,-1.31390e-16
2.81896e-14,1.10000e+03,1.51986e-14,7.59030e-15,-7.59030e-15
2.46655e-14,1.10000e+03,3.08360e-13,1.53450e-13,-1.53450e-13
2.19247e-14,1.10000e+03,3.13700e-12,1.54690e-12,-1.54690e-12
1.97326e-14,1.10000e+03,1.98542e-11,9.61030e-12,-9.61030e-12
9.86614e-15,1.10000e+03,1.36614e-07,4.39770e-08,-4.39770e-08
6.57740e-15,1.10000e+03,4.94780e-06,1.36690e-06,-1.36690e-06
4.93292e-15,1.10000e+03,3.52100e-05,7.35960e-06,-7.35960e-06
3.94652e-15,1.10000e+03,1.21276e-04,2.00190e-05,-2.00190e-05
3.28870e-15,1.10000e+03,2.81780e-04,3.97160e-05,-3.97160e-05
2.81896e-15,1.10000e+03,5.16020e-04,6.60970e-05,-6.60970e-05
2.46655e-15,1.10000e+03,8.10160e-04,9.83080e-05,-9.83080e-05
2.19247e-15,1.10000e+03,1.14554e-03,1.35460e-04,-1.35460e-04
1.97326e-15,1.10000e+03,1.50386e-03,1.76980e-04,-1.76980e-04
9.86614e-16,1.10000e+03,4.61820e-03,4.89530e-04,-4.89530e-04
6.57740e-16,1.10000e+03,6.80780e-03,5.24730e-04,-5.24730e-04
4.93292e-16,1.10000e+03,8.01160e-03,5.17530e-04,-5.17530e-04
3.94652e-16,1.10000e+03,8.62340e-03,4.96040e-04,-4.96040e-04
3.28870e-16,1.10000e+03,8.88740e-03,4.72000e-04,-4.72000e-04
2.81896e-16,1.10000e+03,8.94020e-03,4.49960e-04,-4.49960e-04
2.46655e-16,1.10000e+03,8.86260e-03,4.31180e-04,-4.31180e-04
2.19247e-16,1.10000e+03,8.70500e-03,4.15810e-04,-4.15810e-04
1.97326e-16,1.10000e+03,8.49900e-03,4.03620e-04,-4.03620e-04
9.86614e-17,1.10000e+03,1.08796e-02,1.70990e-03,-1.70990e-03
6.57740e-17,1.10000e+03,7.11520e-03,1.00190e-03,-1.00190e-03
4.93292e-17,1.10000e+03,5.18240e-03,6.71270e-04,-6.71270e-04
3.94652e-17,1.10000e+03,4.03140e-03,4.89320e-04,-4.89320e-04
3.28870e-17,1.10000e+03,3.27580e-03,3.77910e-04,-3.77910e-04
2.81896e-17,1.10000e+03,2.74440e-03,3.04540e-04,-3.04540e-04
2.46655e-17,1.10000e+03,2.35100e-03,2.53580e-04,-2.53580e-04
2.19247e-17,1.10000e+03,2.04820e-03,2.16680e-04,-2.16680e-04
1.97326e-17,1.10000e+03,1.80796e-03,1.89020e-04,-1.89020e-04
9.86614e-18,1.10000e+03,5.89660e-04,1.70900e-04,-1.70900e-04
6.57740e-18,1.10000e+03,3.91720e-04,9.96710e-05,-9.96710e-05
4.93292e-18,1.10000e+03,3.04620e-04,6.69690e-05,-6.69690e-05
3.94652e-18,1.10000e+03,2.61760e-04,4.98880e-05,-4.98880e-05
3.28870e-18,1.10000e+03,2.38260e-04,4.03430e-05,-4.03430e-05
2.81896e-18,1.10000e+03,2.23400e-04,3.48670e-05,-3.48670e-05
2.46655e-18,1.10000e+03,2.12340e-04,3.16860e-05,-3.16860e-05
2.19247e-18,1.10000e+03,2.02880e-04,2.97710e-05,-2.97710e-05
1.97326e-18,1.10000e+03,1.94072e-04,2.85120e-05,-2.85120e-05
