# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__4,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,5.28820e-03,3.80620e-04,-3.80620e-04
2.46655e-16,8.00000e+02,5.01240e-03,3.43510e-04,-3.43510e-04
2.19247e-16,8.00000e+02,4.75860e-03,3.15500e-04,-3.15500e-04
1.97326e-16,8.00000e+02,4.52300e-03,2.94170e-04,-2.94170e-04
9.86614e-17,8.00000e+02,6.01020e-04,1.90320e-04,-1.90320e-04
6.57740e-17,8.00000e+02,7.29640e-04,2.03610e-04,-2.03610e-04
4.93292e-17,8.00000e+02,7.42160e-04,1.85160e-04,-1.85160e-04
3.94652e-17,8.00000e+02,7.23340e-04,1.63830e-04,-1.63830e-04
3.28870e-17,8.00000e+02,6.94840e-04,1.46280e-04,-1.46280e-04
2.81896e-17,8.00000e+02,6.62360e-04,1.32870e-04,-1.32870e-04
2.46655e-17,8.00000e+02,6.28100e-04,1.22550e-04,-1.22550e-04
2.19247e-17,8.00000e+02,5.93360e-04,1.14270e-04,-1.14270e-04
1.97326e-17,8.00000e+02,5.59040e-04,1.07300e-04,-1.07300e-04
9.86614e-18,8.00000e+02,4.39920e-04,9.50810e-05,-9.50810e-05
6.57740e-18,8.00000e+02,4.02060e-04,7.82790e-05,-7.82790e-05
4.93292e-18,8.00000e+02,3.42640e-04,6.22970e-05,-6.22970e-05
3.94652e-18,8.00000e+02,2.88920e-04,5.05090e-05,-5.05090e-05
3.28870e-18,8.00000e+02,2.44460e-04,4.18170e-05,-4.18170e-05
2.81896e-18,8.00000e+02,2.08460e-04,3.52290e-05,-3.52290e-05
2.46655e-18,8.00000e+02,1.79300e-04,3.01040e-05,-3.01040e-05
2.19247e-18,8.00000e+02,1.55558e-04,2.60310e-05,-2.60310e-05
1.97326e-18,8.00000e+02,1.36062e-04,2.27350e-05,-2.27350e-05
9.86614e-14,9.00000e+02,1.71034e-32,8.23250e-33,-8.23250e-33
6.57740e-14,9.00000e+02,2.44080e-22,1.07570e-22,-1.07570e-22
4.93292e-14,9.00000e+02,2.62580e-17,1.06090e-17,-1.06090e-17
3.94652e-14,9.00000e+02,2.57800e-14,9.75050e-15,-9.75050e-15
3.28870e-14,9.00000e+02,2.43900e-12,8.79650e-13,-8.79650e-13
2.81896e-14,9.00000e+02,6.09160e-11,2.12090e-11,-2.12090e-11
2.46655e-14,9.00000e+02,6.64340e-10,2.24910e-10,-2.24910e-10
2.19247e-14,9.00000e+02,4.18300e-09,1.38230e-09,-1.38230e-09
1.97326e-14,9.00000e+02,1.79780e-08,5.80760e-09,-5.80760e-09
9.86614e-15,9.00000e+02,1.10722e-05,2.60910e-06,-2.60910e-06
6.57740e-15,9.00000e+02,1.02136e-04,1.59690e-05,-1.59690e-05
4.93292e-15,9.00000e+02,3.32660e-04,3.90790e-05,-3.90790e-05
3.94652e-15,9.00000e+02,6.92720e-04,6.85740e-05,-6.85740e-05
3.28870e-15,9.00000e+02,1.14152e-03,1.01110e-04,-1.01110e-04
2.81896e-15,9.00000e+02,1.63734e-03,1.34490e-04,-1.34490e-04
2.46655e-15,9.00000e+02,2.14500e-03,1.67880e-04,-1.67880e-04
2.19247e-15,9.00000e+02,2.63720e-03,2.00860e-04,-2.00860e-04
1.97326e-15,9.00000e+02,3.09460e-03,2.33010e-04,-2.33010e-04
9.86614e-16,9.00000e+02,7.88040e-03,7.97350e-04,-7.97350e-04
6.57740e-16,9.00000e+02,9.60500e-03,7.09280e-04,-7.09280e-04
4.93292e-16,9.00000e+02,1.00166e-02,6.32140e-04,-6.32140e-04
3.94652e-16,9.00000e+02,9.84760e-03,5.66390e-04,-5.66390e-04
3.28870e-16,9.00000e+02,9.43980e-03,5.11330e-04,-5.11330e-04
2.81896e-16,9.00000e+02,8.94580e-03,4.65680e-04,-4.65680e-04
2.46655e-16,9.00000e+02,8.43420e-03,4.27940e-04,-4.27940e-04
2.19247e-16,9.00000e+02,7.93620e-03,3.96740e-04,-3.96740e-04
1.97326e-16,9.00000e+02,7.46500e-03,3.70880e-04,-3.70880e-04
9.86614e-17,9.00000e+02,7.19280e-04,1.84800e-04,-1.84800e-04
6.57740e-17,9.00000e+02,8.97520e-04,1.92520e-04,-1.92520e-04
4.93292e-17,9.00000e+02,9.21900e-04,1.77090e-04,-1.77090e-04
3.94652e-17,9.00000e+02,8.81980e-04,1.60010e-04,-1.60010e-04
3.28870e-17,9.00000e+02,8.18980e-04,1.44320e-04,-1.44320e-04
2.81896e-17,9.00000e+02,7.51360e-04,1.30270e-04,-1.30270e-04
2.46655e-17,9.00000e+02,6.86740e-04,1.17800e-04,-1.17800e-04
2.19247e-17,9.00000e+02,6.27780e-04,1.06820e-04,-1.06820e-04
1.97326e-17,9.00000e+02,5.75060e-04,9.71970e-05,-9.71970e-05
9.86614e-18,9.00000e+02,4.36760e-04,1.66190e-04,-1.66190e-04
6.57740e-18,9.00000e+02,2.93020e-04,9.20150e-05,-9.20150e-05
4.93292e-18,9.00000e+02,2.24720e-04,6.00610e-05,-6.00610e-05
3.94652e-18,9.00000e+02,1.87206e-04,4.33830e-05,-4.33830e-05
3.28870e-18,9.00000e+02,1.63654e-04,3.38120e-05,-3.38120e-05
2.81896e-18,9.00000e+02,1.46860e-04,2.80160e-05,-2.80160e-05
2.46655e-18,9.00000e+02,1.33634e-04,2.43170e-05,-2.43170e-05
2.19247e-18,9.00000e+02,1.22530e-04,2.17910e-05,-2.17910e-05
1.97326e-18,9.00000e+02,1.12856e-04,1.99260e-05,-1.99260e-05
9.86614e-14,1.00000e+03,1.44538e-31,7.22690e-32,-7.22690e-32
6.57740e-14,1.00000e+03,4.72120e-22,2.36060e-22,-2.36060e-22
4.93292e-14,1.00000e+03,2.27660e-17,1.13830e-17,-1.13830e-17
3.94652e-14,1.00000e+03,1.32870e-14,6.64220e-15,-6.64220e-15
3.28870e-14,1.00000e+03,8.68660e-13,4.33710e-13,-4.33710e-13
2.81896e-14,1.00000e+03,1.64588e-11,8.18040e-12,-8.18040e-12
2.46655e-14,1.00000e+03,1.45406e-10,7.14400e-11,-7.14400e-11
2.19247e-14,1.00000e+03,7.81100e-10,3.75020e-10,-3.75020e-10
1.97326e-14,1.00000e+03,2.99500e-09,1.38390e-09,-1.38390e-09
9.86614e-15,1.00000e+03,2.34840e-06,5.75000e-07,-5.75000e-07
6.57740e-15,1.00000e+03,3.34240e-05,6.67900e-06,-6.67900e-06
4.93292e-15,1.00000e+03,1.30178e-04,2.20500e-05,-2.20500e-05
3.94652e-15,1.00000e+03,2.92820e-04,4.33660e-05,-4.33660e-05
3.28870e-15,1.00000e+03,5.00080e-04,6.67890e-05,-6.67890e-05
2.81896e-15,1.00000e+03,7.32760e-04,9.03780e-05,-9.03780e-05
2.46655e-15,1.00000e+03,9.81820e-04,1.13800e-04,-1.13800e-04
2.19247e-15,1.00000e+03,1.24694e-03,1.38350e-04,-1.38350e-04
1.97326e-15,1.00000e+03,1.53216e-03,1.67560e-04,-1.67560e-04
9.86614e-16,1.00000e+03,6.51080e-03,7.51110e-04,-7.51110e-04
6.57740e-16,1.00000e+03,7.39920e-03,6.65960e-04,-6.65960e-04
4.93292e-16,1.00000e+03,7.45000e-03,5.70600e-04,-5.70600e-04
3.94652e-16,1.00000e+03,7.21040e-03,4.95570e-04,-4.95570e-04
3.28870e-16,1.00000e+03,6.87000e-03,4.39110e-04,-4.39110e-04
2.81896e-16,1.00000e+03,6.50340e-03,3.96510e-04,-3.96510e-04
2.46655e-16,1.00000e+03,6.14080e-03,3.64020e-04,-3.64020e-04
2.19247e-16,1.00000e+03,5.79420e-03,3.38940e-04,-3.38940e-04
1.97326e-16,1.00000e+03,5.46720e-03,3.19250e-04,-3.19250e-04
9.86614e-17,1.00000e+03,3.08140e-03,7.73900e-04,-7.73900e-04
6.57740e-17,1.00000e+03,2.32940e-03,4.70770e-04,-4.70770e-04
4.93292e-17,1.00000e+03,1.84536e-03,3.33490e-04,-3.33490e-04
3.94652e-17,1.00000e+03,1.50112e-03,2.55230e-04,-2.55230e-04
3.28870e-17,1.00000e+03,1.24566e-03,2.04360e-04,-2.04360e-04
2.81896e-17,1.00000e+03,1.05064e-03,1.68580e-04,-1.68580e-04
2.46655e-17,1.00000e+03,8.98320e-04,1.42100e-04,-1.42100e-04
2.19247e-17,1.00000e+03,7.77020e-04,1.21770e-04,-1.21770e-04
1.97326e-17,1.00000e+03,6.78860e-04,1.05750e-04,-1.05750e-04
9.86614e-18,1.00000e+03,3.20600e-04,8.43020e-05,-8.43020e-05
6.57740e-18,1.00000e+03,2.54740e-04,6.15590e-05,-6.15590e-05
4.93292e-18,1.00000e+03,2.02800e-04,4.57830e-05,-4.57830e-05
3.94652e-18,1.00000e+03,1.67486e-04,3.55780e-05,-3.55780e-05
3.28870e-18,1.00000e+03,1.43280e-04,2.89180e-05,-2.89180e-05
2.81896e-18,1.00000e+03,1.25920e-04,2.45320e-05,-2.45320e-05
2.46655e-18,1.00000e+03,1.12776e-04,2.16090e-05,-2.16090e-05
2.19247e-18,1.00000e+03,1.02320e-04,1.96090e-05,-1.96090e-05
1.97326e-18,1.00000e+03,9.36660e-05,1.81730e-05,-1.81730e-05
9.86614e-14,1.10000e+03,1.96440e-37,9.71120e-38,-9.71120e-38
6.57740e-14,1.10000e+03,1.46894e-25,6.97080e-26,-6.97080e-26
4.93292e-14,1.10000e+03,1.11510e-19,5.00830e-20,-5.00830e-20
3.94652e-14,1.10000e+03,3.49620e-16,1.48940e-16,-1.48940e-16
3.28870e-14,1.10000e+03,7.13480e-14,2.90370e-14,-2.90370e-14
2.81896e-14,1.10000e+03,3.07920e-12,1.20500e-12,-1.20500e-12
2.46655e-14,1.10000e+03,5.06100e-11,1.91200e-11,-1.91200e-11
2.19247e-14,1.10000e+03,4.39000e-10,1.60390e-10,-1.60390e-10
1.97326e-14,1.10000e+03,2.44340e-09,8.63090e-10,-8.63090e-10
9.86614e-15,1.10000e+03,5.14320e-06,1.19600e-06,-1.19600e-06
6.57740e-15,1.10000e+03,6.95060e-05,1.13900e-05,-1.13900e-05
4.93292e-15,1.10000e+03,2.60260e-04,3.49770e-05,-3.49770e-05
3.94652e-15,1.10000e+03,5.79760e-04,6.77510e-05,-6.77510e-05
3.28870e-15,1.10000e+03,1.00204e-03,1.03720e-04,-1.03720e-04
2.81896e-15,1.10000e+03,1.50114e-03,1.39970e-04,-1.39970e-04
2.46655e-15,1.10000e+03,2.05240e-03,1.76800e-04,-1.76800e-04
2.19247e-15,1.10000e+03,2.63080e-03,2.15810e-04,-2.15810e-04
1.97326e-15,1.10000e+03,3.21280e-03,2.58300e-04,-2.58300e-04
9.86614e-16,1.10000e+03,5.99160e-03,6.92240e-04,-6.92240e-04
6.57740e-16,1.10000e+03,6.91160e-03,6.24230e-04,-6.24230e-04
4.93292e-16,1.10000e+03,7.01580e-03,5.43470e-04,-5.43470e-04
3.94652e-16,1.10000e+03,6.82180e-03,4.76400e-04,-4.76400e-04
3.28870e-16,1.10000e+03,6.52640e-03,4.23490e-04,-4.23490e-04
2.81896e-16,1.10000e+03,6.20640e-03,3.82170e-04,-3.82170e-04
2.46655e-16,1.10000e+03,5.89100e-03,3.50160e-04,-3.50160e-04
2.19247e-16,1.10000e+03,5.59020e-03,3.25580e-04,-3.25580e-04
1.97326e-16,1.10000e+03,5.30620e-03,3.06860e-04,-3.06860e-04
9.86614e-17,1.10000e+03,2.13940e-03,4.77590e-04,-4.77590e-04
6.57740e-17,1.10000e+03,1.88814e-03,3.64810e-04,-3.64810e-04
4.93292e-17,1.10000e+03,1.58618e-03,2.91750e-04,-2.91750e-04
3.94652e-17,1.10000e+03,1.31920e-03,2.37620e-04,-2.37620e-04
3.28870e-17,1.10000e+03,1.10272e-03,1.96340e-04,-1.96340e-04
2.81896e-17,1.10000e+03,9.33640e-04,1.64430e-04,-1.64430e-04
2.46655e-17,1.10000e+03,8.05800e-04,1.39630e-04,-1.39630e-04
2.19247e-17,1.10000e+03,7.13300e-04,1.20810e-04,-1.20810e-04
1.97326e-17,1.10000e+03,6.50580e-04,1.08200e-04,-1.08200e-04
9.86614e-18,1.10000e+03,3.54600e-04,8.36790e-05,-8.36790e-05
6.57740e-18,1.10000e+03,2.84940e-04,6.39990e-05,-6.39990e-05
4.93292e-18,1.10000e+03,2.25080e-04,4.96270e-05,-4.96270e-05
3.94652e-18,1.10000e+03,1.80218e-04,3.94190e-05,-3.94190e-05
3.28870e-18,1.10000e+03,1.46850e-04,3.20320e-05,-3.20320e-05
2.81896e-18,1.10000e+03,1.21668e-04,2.65420e-05,-2.65420e-05
2.46655e-18,1.10000e+03,1.02310e-04,2.23580e-05,-2.23580e-05
2.19247e-18,1.10000e+03,8.71520e-05,1.90960e-05,-1.90960e-05
1.97326e-18,1.10000e+03,7.50860e-05,1.65020e-05,-1.65020e-05
