# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay__5,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,5.93051e-03,4.37350e-04,-4.37350e-04
2.46655e-16,8.00000e+02,5.81844e-03,4.09290e-04,-4.09290e-04
2.19247e-16,8.00000e+02,5.67652e-03,3.86950e-04,-3.86950e-04
1.97326e-16,8.00000e+02,5.51823e-03,3.69580e-04,-3.69580e-04
9.86614e-17,8.00000e+02,4.69107e-03,8.30280e-04,-8.30280e-04
6.57740e-17,8.00000e+02,3.20051e-03,5.45310e-04,-5.45310e-04
4.93292e-17,8.00000e+02,2.41228e-03,3.89670e-04,-3.89670e-04
3.94652e-17,8.00000e+02,1.95256e-03,2.99700e-04,-2.99700e-04
3.28870e-17,8.00000e+02,1.65635e-03,2.44580e-04,-2.44580e-04
2.81896e-17,8.00000e+02,1.44928e-03,2.08700e-04,-2.08700e-04
2.46655e-17,8.00000e+02,1.29527e-03,1.83660e-04,-1.83660e-04
2.19247e-17,8.00000e+02,1.17529e-03,1.64920e-04,-1.64920e-04
1.97326e-17,8.00000e+02,1.07840e-03,1.50000e-04,-1.50000e-04
9.86614e-18,8.00000e+02,4.29756e-04,6.12270e-05,-6.12270e-05
6.57740e-18,8.00000e+02,2.77837e-04,3.56380e-05,-3.56380e-05
4.93292e-18,8.00000e+02,2.07497e-04,2.81210e-05,-2.81210e-05
3.94652e-18,8.00000e+02,1.68576e-04,2.52710e-05,-2.52710e-05
3.28870e-18,8.00000e+02,1.44355e-04,2.37520e-05,-2.37520e-05
2.81896e-18,8.00000e+02,1.27810e-04,2.29090e-05,-2.29090e-05
2.46655e-18,8.00000e+02,1.15566e-04,2.25040e-05,-2.25040e-05
2.19247e-18,8.00000e+02,1.05887e-04,2.23280e-05,-2.23280e-05
1.97326e-18,8.00000e+02,9.78439e-05,2.22190e-05,-2.22190e-05
9.86614e-14,9.00000e+02,1.31942e-45,1.55460e-52,-1.55460e-52
6.57740e-14,9.00000e+02,4.84150e-31,1.33240e-35,-1.33240e-35
4.93292e-14,9.00000e+02,8.27041e-24,3.37490e-27,-3.37490e-27
3.94652e-14,9.00000e+02,1.70293e-19,3.42290e-22,-3.42290e-22
3.28870e-14,9.00000e+02,1.23393e-16,7.05020e-19,-7.05020e-19
2.81896e-14,9.00000e+02,1.33034e-14,1.57910e-16,-1.57910e-16
2.46655e-14,9.00000e+02,4.37861e-13,8.88180e-15,-8.88180e-15
2.19247e-14,9.00000e+02,6.55089e-12,1.99470e-13,-1.99470e-13
1.97326e-14,9.00000e+02,5.65258e-11,2.36090e-12,-2.36090e-12
9.86614e-15,9.00000e+02,7.70409e-07,1.10530e-07,-1.10530e-07
6.57740e-15,9.00000e+02,1.65238e-05,2.97960e-06,-2.97960e-06
4.93292e-15,9.00000e+02,7.67720e-05,1.37310e-05,-1.37310e-05
3.94652e-15,9.00000e+02,1.97934e-04,3.27550e-05,-3.27550e-05
3.28870e-15,9.00000e+02,3.78719e-04,5.75960e-05,-5.75960e-05
2.81896e-15,9.00000e+02,6.06545e-04,8.62050e-05,-8.62050e-05
2.46655e-15,9.00000e+02,8.64467e-04,1.17720e-04,-1.17720e-04
2.19247e-15,9.00000e+02,1.13599e-03,1.52200e-04,-1.52200e-04
1.97326e-15,9.00000e+02,1.40736e-03,1.89930e-04,-1.89930e-04
9.86614e-16,9.00000e+02,4.07173e-03,6.07900e-04,-6.07900e-04
6.57740e-16,9.00000e+02,5.48980e-03,5.93760e-04,-5.93760e-04
4.93292e-16,9.00000e+02,6.20160e-03,5.56360e-04,-5.56360e-04
3.94652e-16,9.00000e+02,6.48522e-03,5.19750e-04,-5.19750e-04
3.28870e-16,9.00000e+02,6.52230e-03,4.85780e-04,-4.85780e-04
2.81896e-16,9.00000e+02,6.42386e-03,4.55260e-04,-4.55260e-04
2.46655e-16,9.00000e+02,6.25412e-03,4.28890e-04,-4.28890e-04
2.19247e-16,9.00000e+02,6.04941e-03,4.07150e-04,-4.07150e-04
1.97326e-16,9.00000e+02,5.82968e-03,3.90200e-04,-3.90200e-04
9.86614e-17,9.00000e+02,2.87718e-03,7.59490e-04,-7.59490e-04
6.57740e-17,9.00000e+02,2.42777e-03,5.41480e-04,-5.41480e-04
4.93292e-17,9.00000e+02,2.11060e-03,4.07060e-04,-4.07060e-04
3.94652e-17,9.00000e+02,1.86278e-03,3.26040e-04,-3.26040e-04
3.28870e-17,9.00000e+02,1.65815e-03,2.74340e-04,-2.74340e-04
2.81896e-17,9.00000e+02,1.48522e-03,2.38980e-04,-2.38980e-04
2.46655e-17,9.00000e+02,1.33732e-03,2.13180e-04,-2.13180e-04
2.19247e-17,9.00000e+02,1.20972e-03,1.93290e-04,-1.93290e-04
1.97326e-17,9.00000e+02,1.09892e-03,1.77250e-04,-1.77250e-04
9.86614e-18,9.00000e+02,3.25851e-04,1.24620e-04,-1.24620e-04
6.57740e-18,9.00000e+02,2.77853e-04,8.68630e-05,-8.68630e-05
4.93292e-18,9.00000e+02,2.35790e-04,6.33210e-05,-6.33210e-05
3.94652e-18,9.00000e+02,2.03208e-04,4.89890e-05,-4.89890e-05
3.28870e-18,9.00000e+02,1.78296e-04,3.98270e-05,-3.98270e-05
2.81896e-18,9.00000e+02,1.59299e-04,3.35880e-05,-3.35880e-05
2.46655e-18,9.00000e+02,1.44783e-04,2.91080e-05,-2.91080e-05
2.19247e-18,9.00000e+02,1.33594e-04,2.57820e-05,-2.57820e-05
1.97326e-18,9.00000e+02,1.20781e-04,2.32710e-05,-2.32710e-05
9.86614e-14,1.00000e+03,2.60359e-44,3.17430e-44,-3.17430e-44
6.57740e-14,1.00000e+03,3.47649e-30,4.23330e-30,-4.23330e-30
4.93292e-14,1.00000e+03,3.40538e-23,4.12490e-23,-4.12490e-23
3.94652e-14,1.00000e+03,4.85588e-19,5.81860e-19,-5.81860e-19
3.28870e-14,1.00000e+03,2.69413e-16,3.17740e-16,-3.17740e-16
2.81896e-14,1.00000e+03,2.36415e-14,2.73360e-14,-2.73360e-14
2.46655e-14,1.00000e+03,6.59758e-13,7.45610e-13,-7.45610e-13
2.19247e-14,1.00000e+03,8.61863e-12,9.49620e-12,-9.49620e-12
1.97326e-14,1.00000e+03,6.64175e-11,7.11820e-11,-7.11820e-11
9.86614e-15,1.00000e+03,5.67016e-07,4.13980e-07,-4.13980e-07
6.57740e-15,1.00000e+03,1.22009e-05,5.61380e-06,-5.61380e-06
4.93292e-15,1.00000e+03,6.11941e-05,1.86890e-05,-1.86890e-05
3.94652e-15,1.00000e+03,1.66786e-04,3.75720e-05,-3.75720e-05
3.28870e-15,1.00000e+03,3.28771e-04,6.04850e-05,-6.04850e-05
2.81896e-15,1.00000e+03,5.34407e-04,8.66360e-05,-8.66360e-05
2.46655e-15,1.00000e+03,7.67682e-04,1.15660e-04,-1.15660e-04
2.19247e-15,1.00000e+03,1.01394e-03,1.47640e-04,-1.47640e-04
1.97326e-15,1.00000e+03,1.26132e-03,1.82860e-04,-1.82860e-04
9.86614e-16,1.00000e+03,5.21443e-03,4.80190e-04,-4.80190e-04
6.57740e-16,1.00000e+03,6.89759e-03,5.05860e-04,-5.05860e-04
4.93292e-16,1.00000e+03,7.49811e-03,5.12620e-04,-5.12620e-04
3.94652e-16,1.00000e+03,7.62123e-03,5.00880e-04,-5.00880e-04
3.28870e-16,1.00000e+03,7.53541e-03,4.81490e-04,-4.81490e-04
2.81896e-16,1.00000e+03,7.35630e-03,4.60560e-04,-4.60560e-04
2.46655e-16,1.00000e+03,7.13577e-03,4.40910e-04,-4.40910e-04
2.19247e-16,1.00000e+03,6.89804e-03,4.23790e-04,-4.23790e-04
1.97326e-16,1.00000e+03,6.59130e-03,4.09730e-04,-4.09730e-04
9.86614e-17,1.00000e+03,4.67797e-03,1.23500e-03,-1.23500e-03
6.57740e-17,1.00000e+03,3.21696e-03,7.29190e-04,-7.29190e-04
4.93292e-17,1.00000e+03,2.44131e-03,5.04860e-04,-5.04860e-04
3.94652e-17,1.00000e+03,1.97067e-03,3.81090e-04,-3.81090e-04
3.28870e-17,1.00000e+03,1.65517e-03,3.04270e-04,-3.04270e-04
2.81896e-17,1.00000e+03,1.42824e-03,2.52950e-04,-2.52950e-04
2.46655e-17,1.00000e+03,1.25654e-03,2.16920e-04,-2.16920e-04
2.19247e-17,1.00000e+03,1.12162e-03,1.90810e-04,-1.90810e-04
1.97326e-17,1.00000e+03,1.01245e-03,1.71510e-04,-1.71510e-04
9.86614e-18,1.00000e+03,5.17584e-04,2.68030e-04,-2.68030e-04
6.57740e-18,1.00000e+03,3.33743e-04,1.37700e-04,-1.37700e-04
4.93292e-18,1.00000e+03,2.46028e-04,8.73280e-05,-8.73280e-05
3.94652e-18,1.00000e+03,1.94045e-04,6.21840e-05,-6.21840e-05
3.28870e-18,1.00000e+03,1.59649e-04,4.75420e-05,-4.75420e-05
2.81896e-18,1.00000e+03,1.35501e-04,3.82090e-05,-3.82090e-05
2.46655e-18,1.00000e+03,1.18100e-04,3.19770e-05,-3.19770e-05
2.19247e-18,1.00000e+03,1.05492e-04,2.78450e-05,-2.78450e-05
1.97326e-18,1.00000e+03,9.64557e-05,2.54340e-05,-2.54340e-05
9.86614e-14,1.10000e+03,2.81021e-42,3.42530e-42,-3.42530e-42
6.57740e-14,1.10000e+03,2.36031e-29,2.82860e-29,-2.82860e-29
4.93292e-14,1.10000e+03,6.34376e-23,6.85840e-23,-6.85840e-23
3.94652e-14,1.10000e+03,4.90822e-19,4.19880e-19,-4.19880e-19
3.28870e-14,1.10000e+03,2.10479e-16,1.31390e-16,-1.31390e-16
2.81896e-14,1.10000e+03,1.68284e-14,7.59030e-15,-7.59030e-15
2.46655e-14,1.10000e+03,4.58294e-13,1.53450e-13,-1.53450e-13
2.19247e-14,1.10000e+03,5.99686e-12,1.54690e-12,-1.54690e-12
1.97326e-14,1.10000e+03,4.66652e-11,9.61030e-12,-9.61030e-12
9.86614e-15,1.10000e+03,3.86481e-07,4.39770e-08,-4.39770e-08
6.57740e-15,1.10000e+03,7.55970e-06,1.36690e-06,-1.36690e-06
4.93292e-15,1.10000e+03,3.86435e-05,7.35960e-06,-7.35960e-06
3.94652e-15,1.10000e+03,1.15075e-04,2.00190e-05,-2.00190e-05
3.28870e-15,1.10000e+03,2.52390e-04,3.97160e-05,-3.97160e-05
2.81896e-15,1.10000e+03,4.54196e-04,6.60970e-05,-6.60970e-05
2.46655e-15,1.10000e+03,7.13391e-04,9.83080e-05,-9.83080e-05
2.19247e-15,1.10000e+03,1.01644e-03,1.35460e-04,-1.35460e-04
1.97326e-15,1.10000e+03,1.34754e-03,1.76980e-04,-1.76980e-04
9.86614e-16,1.10000e+03,5.26475e-03,4.89530e-04,-4.89530e-04
6.57740e-16,1.10000e+03,6.66709e-03,5.24730e-04,-5.24730e-04
4.93292e-16,1.10000e+03,7.25499e-03,5.17530e-04,-5.17530e-04
3.94652e-16,1.10000e+03,7.45776e-03,4.96040e-04,-4.96040e-04
3.28870e-16,1.10000e+03,7.47034e-03,4.72000e-04,-4.72000e-04
2.81896e-16,1.10000e+03,7.38241e-03,4.49960e-04,-4.49960e-04
2.46655e-16,1.10000e+03,7.23868e-03,4.31180e-04,-4.31180e-04
2.19247e-16,1.10000e+03,7.06370e-03,4.15810e-04,-4.15810e-04
1.97326e-16,1.10000e+03,6.87168e-03,4.03620e-04,-4.03620e-04
9.86614e-17,1.10000e+03,5.94396e-03,1.70990e-03,-1.70990e-03
6.57740e-17,1.10000e+03,4.21874e-03,1.00190e-03,-1.00190e-03
4.93292e-17,1.10000e+03,3.27287e-03,6.71270e-04,-6.71270e-04
3.94652e-17,1.10000e+03,2.68707e-03,4.89320e-04,-4.89320e-04
3.28870e-17,1.10000e+03,2.28735e-03,3.77910e-04,-3.77910e-04
2.81896e-17,1.10000e+03,1.99374e-03,3.04540e-04,-3.04540e-04
2.46655e-17,1.10000e+03,1.76596e-03,2.53580e-04,-2.53580e-04
2.19247e-17,1.10000e+03,1.58220e-03,2.16680e-04,-2.16680e-04
1.97326e-17,1.10000e+03,1.42970e-03,1.89020e-04,-1.89020e-04
9.86614e-18,1.10000e+03,5.89995e-04,1.70900e-04,-1.70900e-04
6.57740e-18,1.10000e+03,3.84373e-04,9.96710e-05,-9.96710e-05
4.93292e-18,1.10000e+03,2.83108e-04,6.69690e-05,-6.69690e-05
3.94652e-18,1.10000e+03,2.27523e-04,4.98880e-05,-4.98880e-05
3.28870e-18,1.10000e+03,1.94256e-04,4.03430e-05,-4.03430e-05
2.81896e-18,1.10000e+03,1.72628e-04,3.48670e-05,-3.48670e-05
2.46655e-18,1.10000e+03,1.57360e-04,3.16860e-05,-3.16860e-05
2.19247e-18,1.10000e+03,1.45707e-04,2.97710e-05,-2.97710e-05
1.97326e-18,1.10000e+03,1.36207e-04,2.85120e-05,-2.85120e-05
